protocol_id,elem_id,segmentation,comments,text
prot-1962--fk--10,i-18PXWDZJEavPjD5x7u3u5,u,,"Skogskontot är en värdefull hjälp, alldeles särskilt för de medelstora och stora skogsägarna, då det gäller en utjämning av skatterna. Det är inte tu tal om annat än att de mindre skogsägarna i regel har betydligt mindre möjligheter att utnyttja sådana konton, då minimigränsen för insättning på konto satts så pass högt som till 2 000 kronor. Från förädlingsindustriens sida stimulerar man ju nu för tiden skogsägarna till egna avverkningar, av s. k. leveransvirke. Försäljning av sådana sortiment måste som här tidigare framhållits uppgå till minst 2000 kronor för att insättning på kontot skall kunna ske. 60 procent av försäljningssumman skall emellertid bli föremål för beskattning redan året efter det att försäljningen ägt rum. De återstående 40 procenten kan alltså överföras till skogskontot, dock lägst 2 000 kronor."
prot-1962--fk--21,i-1DBQt3n36MrkGq5HJABgp,note,Voteringsresultat för ja. Saknar betalablänk,Ja - 68
prot-1962--ak--24,i-11mR4nkhMQyLMxzjCLbjC,u,,"Herr Nilsson i Tvärålund säger att man också inom centerpartiet vill höja ortsavdragen men att det inte är möjligt att göra det just nu. Ja, det finns som bekant ett spanskt ord mafinana som betyder i morgon och som brukar använ-"
prot-1962--ak--6,i-1122FcPvnsC2yNDPrMdSm9,u,Interpellationssvar,"danska tilläggsavgifterna utan att detta tvärtom påtalats av våra förhandlare och myndigheter. Framställningarna måste dock ha varit av ganska vag karaktär, alldenstund Danmark inte kunnat förmås att helt ta bort den olikhet i belastningar som här förelegat och föreligger."
prot-1962--ak--8,i-112SmtZEQrJcHZMPgQx7dv,u,Interpellationssvar ,"De villkor, som regeringen med stöd av de i utrikesnämnden företrädda partierna uppställt för att Sverige skall kunna ingå i en kärnvapenfri zon, förut-"
prot-1963--fk--2,i-1A8KEYwfN2ApYHinGMkWw,title,Rubrik i innehållsförteckning,Samtliga avgjorda ärenden
prot-1963--fk--25,i-1Cg9b1q8esHJGbyLgbctC,margin,Debattens ämne,"Ang. statligt stöd till jordbrukets rationalisering, m. m."
prot-1963--fk--26,i-1GjaHTZF2S36MapmpxDcZ,note,,"dels höja den nuvarande gränsen för barns ålder för åtnjutande av rätt till kvotavdrag inom förvärvsavdraget,"
prot-1963--ak--10,i-12gwrMKxvoReEJ8PRyAME,u,,"Vad beträffar OECD svarade handelsministern inte på frågan om arbetet för bekämpande av inflationen. Herr Heckscher berörde särskilt kostnadsinflationens problem, och det vore naturligtvis värdefullt att få höra hur regeringen ställt sig till frågan om arbetet inom OECD för bekämpande av kostnadsinflationen. Den saken har mycket stor indirekt betydelse för det handelspolitiska arbetets framgång."
prot-1963-höst-ak--34,i-15feyZ7FUT5Fpg3PtMUra,note,,Kammarens ledamöter åtskildes härefter kl. 16.59. In fidem Sune K. Johansson
prot-1963--ak--4,i-18Lzrt41LzN7PbaAGxuW4,u,,Tydligen för att våra borgerliga kolleger i riksdagen inte skall bli rädda inför dessa försök till samordnande och planerande verksamhet nämns att det inte är något unikt som sker i Sverige utan att liknande planeringsåtgärder har vidtagits på andra håll i världen. Det heter: Â»En utblick i världen ger klara anvisningar om att en nations ansträngningar i en alltmer integrerad världsekonomi måste inriktas på samlade och så långt möjligt planerade insatser för att vår levnadsstandard och våra ekonomiska resurser skall kunna vidmakthållas och vidareutvecklas.Â»
prot-1964--fk--21,i-12oXcRVqNtJhpZTwhAk72,margin,,Onsdagen den 29 april 1964
prot-1964--fk--28,i-17hofwRwCnw3noXk7VE9V,margin,Debattens ämne,Ang. ändrade grunder för den frivilliga arbetslöshetsförsäkringen
prot-1964-höst-fk--41,i-1BvaUZCKf12insZod527s,unknown,"Saknar betalablänk, svår att söka efter därför",Ja
prot-1964--ak--21,i-112WZjUyJ9nRpXGujqHU1J,u,,de 150 000 kronor som Kungl. Maj:t har föreslagit.
prot-1964--ak--8,i-138BTo7pwQJs9EwGr1Kcy,note,,"nr 25, i anledning av Kungl. Maj:ts proposition angående fortsatt disposition av vissa äldre anslag inom kommunikationsdepartementets =:verksamhetsområde, och"
prot-1964--ak--5,i-14iMVu17va3uzLQnHzpgi,u,,Svar på frågor ang. förbättring av vissa ungdomars möjligheter till yrkesutbildning
prot-1965--fk--16,i-13EVKojwNkHF9yi7Zq6Uz,u,,"Herr Jacobssons inlägg finns det kanske inte så mycket att erinra mot. Det var mycket hovsamt framfört, och differenserna gäller väl mera graden än arten. Inledningsvis framhöll han att bostadsfrågan är en stor och betydelsefull fråga, och det kan jag utan tvekan stryka under - på den punkten är vi helt överens. Han sade något om att folkpartiet har längre gående initiativ, om jag fattade honom rätt, och att dessa hade sin betydelse i sammanhanget men att det inte var riktigt att tala om överbudspolitik. Det har jag kanske litet svårt att förstå. Om man från regeringshåll säger att vi på en tioårsperiod skall bygga 1 000 000 lägenheter, så säger folkpartiet att man skall bygga 1100 000 lägenheter. Jag vet faktiskt inte om detta i sak har någon större betydelse"
prot-1965--fk--17,i-14kjJKPJn7XZCNaFG4nsU,note,,"nor 726, av herr Möller och fröken Mattson, i anledning av Kungl. Maj:ts proposition nr 88, med förslag till lag angående ändring i lagen den 28 maj 1937 (nr 249) om inskränkningar i rätten att utbekomma allmänna handlingar"
prot-1965-höst-fk--34,i-17TvMCntCx2ovt6pmygPD,note,,"nr 142, i anledning av väckt motion om örlogsfartyget Ã„älvsnabbens ersättande med ett mässoch utställningsfartyg"
prot-1965--ak--17,i-14iGyQgigCZsUr7pFPMtE,margin,Protokollsnummer och sidnr,Nr 17 17
prot-1965--ak--5,i-15HKMUzf4eWkoEkJN8ti9,u,,"Herr talman! Innan en bilfabrikant släpper ut en ny modell äger långvariga och omsorgsfulla förberedelser rum. Men trots detta, trots allt det arbete och alla de kostnader, som läggs ned på forskning och testning, händer det, vilket vi väl alla känner till, att de första serierna av en ny modell har vissa barnsjukdomar. Det är då ett gemensamt intresse för både fabrikant och köpare att sådana barnsjukdomar snarast botas."
prot-1966--fk--8,i-12z8U4mXrmjMKnETBysYY,u,,"Vi är medvetna om att länsstyrelsernas lokalförhållanden inte överallt är tillfredsställande, och där åtgärder erfordras bör regeringen självfallet ha möjlighet att ingripa. Vi tror emellertid att det av oss tillstyrkta anslaget täcker de akuta behov, som kan komma att uppstå under nästa budgetår."
prot-1966-höst-fk--34,i-133mF1bVhbke1mPk9z43U,u,,"Herr talman! Jag skall börja med att bemöta herr Olssons inlägg. Han har ju nu ändrat sin formulering. När han tidigare talade om de kostnader som övervältrades från staten till exempelvis landstingen, sade han att kostnaderna för mentalsjukvården innebar en betydande övervältring. Men det är detta som vi ännu icke vet. Vi torde komma, som herr Olsson säger, att få en övervältring, men det är absolut felaktigt att säga att det hittills har skett en övervältring - som herr Olsson sade i sitt första anförande."
prot-1966-höst-fk--37,i-14ViXYfxAYVs5LzyHLuyo,intro,,Herr SKÃ…RMAN (fp):
prot-1966-höst-ak--39,i-11Vw8jRpWnMRtouYjNyUK,margin,,Onsdagen den 14 december 1966 fm.
prot-1966--ak--3,i-11nEZXjLQrNz1HbxJzEd2,margin,Debattens ämne,Vid remiss av statsverkspropositionen m. m.
prot-1966--ak--10,i-135K1e4Kma4wR4QfYM1gA,,"Saknar betalablänk, svår att söka efter därför",Nej
prot-1967--fk--35,i-11D2W7Vy4cb4shj2jwJCT,u,,"Om vi, med eller utan anslutning till EEC, måste beakta de priser som tillämpas där, blir det ingalunda de världsmarknadspriser man har bundit sig fast vid i vissa resonemang i propositionen och i utskottsutlåtandet."
prot-1967-höst-fk--40,i-112C3seEKsRVJ79cq7Y375,u,,"Låt mig emellertid ta upp några frågor som herr Wickman berörde i sin replik till mig och högerpartiet. Herr Wickman sade att det inte torde finnas någon regering som bedrivit det nordiska samarbetet med större skärpa än den svenska. Jag tror inte att ett sådant uttalande befrämjar saken. Tyvärr har vi kunnat konstatera att den svenska regeringens framträdande exempelvis när Nordiska rådet sammanträdde i Helsingfors inte var nämnvärt engagerat eller skärpt. När Nordiska rådets ekonomiska utskott hade sammanträde i augusti i år, då EEC-frågan skulle diskuteras, behagade inte ens handelsminister Lange från Sverige trots en inbjudan infinna sig för att ta upp en diskussion i dessa frågor. Det finns onekligen ett betydligt utrymme för en större aktivitet från svensk sida när det gäller det nordiska samarbetet och EEC. Herr Wickman säger att vårt intresse är att den engelska förhandlingen lyckas och att vi inte kan ta några initiativ som minskar Englands möjligheter. Ja, det är ett gemensamt intresse att Englands förhandlingar skall lyckas, men även i det avseendet skall vi se på utvecklingen med en betydande realism, och för ett mindre land som Sverige borde det ändå kännas litet beklagligt eller som ett memento när vi hörde att Englands chefsförhandlare, lord Chalfont, yttrade i Strasbourg för en tid sedan att Â»vi i England har fullt upp med våra egna problem och vi kan inte också ta upp några andra länders problem med De sexÂ». Nu sägs det ju så många egendomligheter både i Lausanne, i Strasbourg och i Bryssel, och vi skall kanske inte ta uttalandet alltför exakt, men det avslöjar en viss likgiltighet gentemot de små länderna från det största landet i EFTA."
prot-1967--fk--2,i-13h5UPzjPHSkS89zncBFs,u,,måste skapa den här fonden för näringslivet. Och när man höjer bilskatterna talar man om att det är i stället för avgifterna till högertrafikens genomförande. Likadant är det på de andra punkterna. Någon otroligt stor djärvhet visar man alltså inte när man talar om dessa skattehöjningar.
prot-1967-höst-ak--41,i-119jG613AQYcuMDT57PYX,u,,Jag sade att varje fall där en enskild människa inte kan få den vård hon behöver är en uppmaning till oss alla att göra ytterligare insatser. Men vi kan lika litet på detta område som på andra områden lyfta oss själva i håret. Resurserna växer men också kraven. Och här gäller det som i alla andra sammanhang att åstadkomma en så långt möjligt vettig och rimlig avvägning. Det är en sådan vi söker göra bl. a. genom att - som jag har betonat här i dag - ge långtidssjukvården en alldeles särskild plats då det gäller planering och aktivitet.
prot-1967--ak--12,i-164vHVSLH7JMiF25cBxJ5,u,,"Herr talman! Punkten 17 upptar ett förslag om anvisande av ett reservationsanslag på 1 miljon kronor till anpassningsåtgärder för invandrare. Det är ett alldeles nytt anslag, och redan detta har givit utskottet anledning att ta förslaget under särskilt allvarlig prövning. En sådan har också skett."
prot-1967--ak--11,i-16hWT1ukUZQQ3gm8E59XV,u,,"fall som varit aktuella - åtminstone tänkte jag närmast på fall av detta slag när jag framställde min interpellation. Dispens bör sålunda kunna beredas de ungdomar som för instundande sommar engagerat sig hårt, under förutsättning naturligtvis att engagemanget i någorlunda rimlig utsträckning kan anses ge erforderlig praktik."
prot-1968-höst-fk--41,i-11M56KRH7JjtFKA7fCPLx,note,,"dels motionen II: 1237, av herr Sjöholm,"
prot-1968--fk--4,i-13cLcs7qRhdD8yjZBvfUo,note,,"nr 641, av fru Nilsson och herr Ã…kesson, om bättre avskrivningsmöjligheter för växthus"
prot-1968-höst-ak--41,i-11jCPNh6zF2m5tVodrhQB,margin,Debattens ämne,"Revidering av läroplan för grundskolan, m. m."
prot-1968--ak--23,i-11pTHFqSutWfA11g6vihA,margin,Debattens ämne,Anslagen till rundradioverksamheten m. m. samt införande av färgtelevision m. m.
prot-1968--ak--11,i-13krqC6DBkSPXwBXGjX79,intro,,"Chefen för kommunikationsdepartementet, herr statsrådet LUNDKVIST:"
prot-1969--fk--19,i-11aABmgrPd2M515z9CsPD,u,,"Högern skrev den gången i sin motion, att Â»politiskt betingade knep av det slag regeringens förslag till en statlig investeringsbank innebär är inte ägnade att förbättra det svenska näringslivets arbetsvillkor. Det kan tvärtom befaras leda till ett sämre utnyttjande av vårt lands tillgångar och direkt försvåra inte minst de mindre och medelstora företagens arbetsmöjligheter med risk för ökad otrygghet för företagare och anställda.Â»"
prot-1969--fk--28,i-12zgdCXqYSuQVMPY4fsTP,note,,"Den, det ej vill, röstar"
prot-1969-höst-fk--35,i-16hoopdeYVXodnxDbDo5A,u,,"Med anledning av det uttalande som konstitutionsutskottets ärade ordförande gjorde om förhållandet till kyrkobokföringen vill jag påpeka att jag i min motion tagit upp den aspekten. Jag har nämligen skrivit: Â»Syftet skulle också kunna vinnas, åtminstone delvis, genom en ändring av förutsättning-"
prot-1969--ak--16,i-11Wx9LEhDquxGx6De9gzS,u,,"Jag tackar för svaret, och jag ser med glädje att det, om det blir svårigheter, är Kungl. Maj:t som til syvende og sidst skall avgöra saken. Jag litar på att jordbruksdepartementet bevakar utvecklingen, så att inte de svårigheter fiskarena redan har blir ännu större."
prot-1969-höst-ak--37,i-13Bi23YtQcMVnuDDmM5wM,margin,Debattens ämne,Rättsvården och ett samlat handlingsprogram för bekämpande av brottsligheten
prot-1969--ak--21,i-13HuuZeNX5jxKC29sNwyX,u,,"Beträffande skyddssynpunkterna, som var en huvudpunkt för fru Skantz, vill jag säga att man inte utan vidare kan ta för givet vad som är det bästa och minst ansträngande för den nyblivna modern. Ofta har ju folk inte bara ett barn, utan det finns redan tidigare ett antal sådana inom familjen."
prot-1970--fk--27,i-14EPWDxkkrW2uz8Fa7Vcm,u,,"I fråga om intransporterna av mer förädlade produkter gäller att ett transportstöd i åtskilliga fall skulle påverka konkurrensförutsättningarna för det norrländska näringslivet i ogynnsam riktning, i första hand för den del av det norrländska näringslivet som har sin huvudsakliga avsättning på den norrländska hemmamarknaden. När det gäller halvfabrikat och över huvud taget s.k. mellanprodukter kan man också rent allmänt säga att den i propositionen föreslagna konstruktionen med stöd till interna men inte till ingående transporter gynnar underleverantörsförhållanden i vad avser mer bearbetade halvfabrikat och mellanprodukter. Bortsett från det gäller att intransporter av råvaror, halvfabrikat och olika slags mellanprodukter i betydlig utsträckning redan i dag omfattas av fraktavtal, som innebär mer eller mindre långtgående rabatter för de ifrågavarande sändningarna in i stödområdet, rabatter som givetvis kommer att finnas kvar även i framtiden."
prot-1970--fk--4,i-14TKEvr2mm4g9KQdr3hVg,note,,"nr 667, av herr Lindblad, om inrättande i Gruvberget av en kursgård för kriminalvårdsklientel"
prot-1970-höst-ak--41,i-16hjrzjEW3N8fhBZ26HsD,margin,,Torsdagen den 3 december 1970
prot-1970-höst-ak--35,i-18LCVvLEinazx2GsjL8Bf,note,,"3) av herrar Tistad, Levin och Larsson i Umeå (samtliga fp), vilka ansett, att utskottet under A 1 och B 9 bort hemställa,"
prot-1971--94,i-11T8ky1uHeMoVruApcYxs,title,innehållsförteckning,Finansutskottets betänkande Nr 23 ang. förbättrad samhällsinformation =. ......s.s.---- 130
prot-1971--49,i-112Y1AkamYc4Bo3gAkpqki,u,,"s.k. stödområdet. I andra delar av landet har det efter direkta regeringsbeslut kunnat utgå i form av punktinsatser. Denna ordning kan naturligtvis inte vara tillfredsställande om man vill utnyttja lokaliseringsstödet för upprätthållande av de nya storkommunerna som näringsgeografiska enheter. Ett mera generellt verkande system måste då skapas. Lokaliseringslån och lokaliseringsbidrag är härvid väsentliga. Men angeläget är också att främja företagsamheten genom t. ex. produktionsrådgivning, yrkesutbildning och hjälp till försäljningsorganisation. För många kommuner är det särskilt viktigt att ökade sysselsättningsmöjligheter kan beredas för kvinnlig arbetskraft. En viktig fråga i sammanhanget är också att bostadsbyggandet fördelas på ett regionalpolitiskt riktigt sätt mellan kommunerna."
prot-1971--129,i-138r9mUetY5rcFQNX5ZNR,margin,Debattens ämne,utbyggnaden av Marvikens kraftstation
prot-1972--9,i-11aPGtQKsKudC89k45cf3,note,,Nr 340 av herr Olsson i Kil m. fl. om ökning av anslaget till Bidrag till ungdomsorganisationernas lokala verksamhet
prot-1972--73,i-11iNDUzVRfZE2GpgjdvRQ,note,,"2) under punkten H 6 Bidrag till hälsooch sjukvård för studerande anvisade ett förslagsanslag av 1 650 000 kronor, ett i förhållande till Kungl. Maj:ts förslag med 120 000 kronor förhöjt bidrag,"
prot-1972--134,i-11pEv4FwXHtDSoe9z8Bm7,margin,Debattens ämne,"Â§ 14 Ang. uppföljningen av riksdagens beslut om lagstadgad 18-årsgräns för utminutering och utskänkning av mellanöl, m. m."
prot-1973--33,i-115pYgSkHZXSX7bDwPhy3,margin,Debattens ämne,Sänkning av ålders-
prot-1973--143,i-1127hQWbMC32HzGybXuAei,margin,,Fredagen den
prot-1973--125,i-15sD55ZjSMuSB5urUFU8P,margin,,Nr 122-126
prot-1974--91,i-11qJ8XgPrGsyVRFuazt99,u,,"Herr talman! Det är bra att herr Wijkman nu så klart erkänner fördelarna i det studiemedelssystem vi här diskuterar och inte vidhåller idèn att banklån skulle vara bättre. Det är inte ens hugget som stucket, herr Wijkman, utan det här lånesystemet är verkligen förmånligare. Det tycker jag att vi har skyldighet att upplysa studenter och andra om, så att de inte vilseleds. I själva verket får de ökade kostnader om de väljer att gå den andra vägen."
prot-1974--139,i-112XaQn4YYQmgAS4ASZz8c,margin,,Nr 139 Tisdagen den
prot-1974--61,i-112cWAQzh9rnoighepemuh,intro,,Herr WERNER i Malmö (m):
prot-197576--13,i-112Y9zFHAbieqVpzv74pkv,margin,,Nr 13 Torsdagen den
prot-1975--93,i-13S79qYXjzUKPkMnZPPkL,note,,I enlighet härmed blev följande voteringsproposition uppläst och godkänd:
prot-197576--35,i-13jZ9aAuC93mdoyPTfDT8,intro,,Herr BERNDTSON (vpk):
prot-197677--84,i-19X6McoNiJPm7NQkHSCgB,margin,,Nr 84
prot-197677--28,i-1H5Sez2XnPdKHgCDgXckx,note,,Föredrogs utbildningsutskottets betänkande 1976/77:4 med anledning av motioner om lokaliseringen av det norra skogsinstitutet.
prot-197677--84,i-1QhEVL7nGFMCjaCPsuh2z,"u, margin",En sammanslagning av tal och debattens ämne som separeras med = tecknet,om staten producerade läromedlen. Man måste göra en sådan jämförelse = heter m. m.
prot-197778--51,i-131UwRcVqpWwBgdQ1Mj9Q,note,Siffra i innehållsförteckning,183
prot-197778--46,i-13rxHs64zSXiyt1Ng1k91,u,,Jag anser att detta får inte vara något skäl att invänta vad som kan ske på det nordiska planet. Tvärtom skulle säkerligen ett svenskt utredningsarbete på detta område kraftigt stimulera det arbete som förbereds att gälla hela den nordiska kulturkretsen.
prot-197778--29,i-15GBCgPpkUc6Fm7ABq22a,u,,"De medelstora svenska varv som jag har varit i kontakt med har inte varit helt nöjda med anbudsförfarandet och med de utsända ritningarna. Varje varv arbetar efter sina förutsättningar. När man beställer fartyg brukar man inte bara skicka ut ritningar på ett fartyg med en viss utformning, utan beställningen brukar göras i samråd mellan eventuell byggare och beställare. Då kan man göra konstruktionsändringar med tanke på betingelserna för det varv det gäller, och man kan därigenom komma ned i ett väsentligt lägre pris."
prot-197879--33,i-1B8DnkDjBXsm8GeXWb7Jx,u,,"Jag har i mitt anförande låtit tona fram en viss tvekan, och jag skall uppmärksamt följa utvecklingen. Visar den sig inte vara effektiv, återstår bara möjligheten att verka för att den här frågan återigen kommer under riksdagens prövning."
prot-197879--40,i-1EzY3DSvBLAP5vzsG3h65,intro,,HANS GUSTAFSSON (s):
prot-197879--23,i-1JXmrq8sSPcZpUWFa2P3x,margin,Protokollsnummer,1978/79:23 Nr 23
prot-197980--47,i-11g9V5ouFMbi8iecfFKcx,margin,Debattens ämne,"stabilisera ekonomin, m. m."
prot-197980--49,i-14RfyvVTvvMKCfr6eZcfv,u,,Motionärerna tar upp problemet och säger att det sannolikt krävs en kommunal tillståndsprövning av all nyetablering och utbyggnad av detaljhandeln med livsmedel enligt särskild lag.
prot-197980--19,i-161hnAJBJNESePyaPto5g,u,,"Bostadsoch byggnadspolitiken i vårt land kännetecknas av mängder av lagar, författningar och regleringar, som till en mycket stor del är onödiga och för många framstår som direkt medborgarfientliga. De utgör inte bara en djungel av krångligheter och byråkrati, de reser också hinder för medborgarnas önskemål och möjligheter att få bygga och bo. Och detta hinder har man ställt upp mot både det permanenta boendet och fritidsboendet."
prot-198081--23,i-14L9F3D5kxJPpDf5ger6V,note,Meddelande om skriftlig fråga,113 av Gabriel Romanus (fp) till budgetministern om basbeloppets betydelse för socialt svaga grupper:
prot-198081--39,i-15FQZQyiHyB7PwALBp2aj,margin,,Tisdagen den 2 december 1980
prot-198081--34,i-177Gyw4cp7eMha7A1Zo1X,margin,,Nr 34
prot-198182--34,i-11DJeggLhcLLMpiYHqD2c,margin,,Tisdagen den
prot-198182--8,i-13skFQA8ufW91GMvRfBVw,u,,Detta kommer att ställa stora krav på den sociala hemtjänsten. Många kommuner söker sig fram efter olika modeller för att finna former som bäst passar i deras situation och för att finna t. ex. möjligheter till samarbete mellan hemtjänsten och hemsjukvården.
prot-198182--53,i-14WQQCDbzyy4LdJi4S4d2,"margin, intro",Sammanslagning av margin och intro,16 december 1981 Anf. 70 ANNA WOHLIN-ANDERSSON (c) replik:
prot-198283--24,i-11BTwNsndrdac6T3XEyvf,u,,| I den proposition som nu läggs fram besannas våra farhågor.
prot-198283--21,i-16KJ6HUov6FTw48ebNTo7,margin,,Nr 21
prot-198283--43,i-17NANYrGUDE2U4BWkpDYj,u,,"Denna del av utskottets skrivning har tillkommit därför att utskottet hade att yttra sig över en moderat motion. Om vår enda uppgift hade varit att ta ställning till en förlängning av den allmänna prisregleringslagen, hade det inte varit något problem. Jag tycker fortfarande att det är fel av Lars Tobisson att försöka dra upp en skiljelinje mellan oss när det gäller den allmänna synen på prispolitiken och frågan om man vill förlänga den allmänna prisregleringslagen eller inte. Det är obestridligen så att man om man inte förlänger den här bemyndigandelagen har berövat regeringen alla möjligheter till snabba prispolitiska ingripanden."
prot-198384--9,i-113WQJMd9c3YphDRT6vCg,u,,"I detta sammanhang finns det skäl att påminna om att inkomstskatten nästa år stiger med över 2,5 miljarder kronor, därför att skatteskalans inflationsskydd har beskurits. Det skedde som bekant i skatteuppgörelsen den underbara natten 1981 mellan socialdemokraterna, centern och folkpartiet. Denna skatteskärpning skall läggas till den automatiska höjning på 1,5 miljarder som inträffat redan i år, alltså tillhopa över 4 miljarder."
prot-198384--51,i-16h7iXTFHfaMqgccwRkgF,u,,Enligt vår mening bör avdrag beviljas för alla dagar då bil används i tjänsten. Därvid skall också behovet av beredskap för att företa resor i serviceyrken beaktas.
prot-198384--18,i-17GF7zSnG1RbdQABSWZjN,margin,Sidnummer,14
prot-198485--27,i-11a9fPvKorZhHRkLUaSNz,note,Förteckning av talare,"Anèr, Kerstin (fp) 142, 143"
prot-198485--49,i-136eX8gHmSL3a1ZswzdGs,u,,"ES , d 3 Ed = rörande krigsmate- Herr talman! Vi har här att behandla ett betänkande från utrikesutskottet S rielexport"
prot-198485--38,i-13v44kLsT433Y6v3rHFoT,margin,,4 Riksdagens protokoll 1984/85:38-39
prot-198586--21,i-11JXZU6w9BecaRQpNt8rH,margin,protokollsnummer,Protokoll 1985/86:19-21
prot-198586--43,i-1123i6P9yYrBBkdjaDFioe,u,,"domaren måste ändock tänka historiskt, sociologiskt och filosofiskt."
prot-198586--53,i-13YrXUEGss9HuqGsSHd9y,u,,"En eventuell textning skall alltså ske i Finland. Kostnaderna för textning är inte utredda, och inte heller har man tagit ställning till vem som skall svara för finansieringen. Det är vidare tveksamt om lagens krav att programmen skall överensstämma med det som sänds i Finland är uppfyllda om programmen förses med svensk text. Textsättning torde även kunna leda till svårigheter i upphovsrättsligt hänseende."
prot-198687--29,i-14AKCpB5EwzViG3sJQJpY,margin,protokollsnummer och datum,Prot. 1986/87:29 19 november 1986
prot-198687--12,i-18tj7hGHczAy7mTq1FbBG,u,,En regerings uppgift inför en avtalsrörelse är snarare att försöka sprida kunskaper om sådana här samband än att skapa orimliga föreställningar om vad som är önskvärt och möjligt. På den punkten har regeringen misslyckats. Däri ligger dess viktigaste skuld till den arbetsmarknadskonflikt som vi nu bevittnar.
prot-198687--14,i-1AMtB2C32mEZTC1A1exPB,u,,"Jag vidhåller dock min tidigare fråga: När kan vi få besked om en långsiktigare planering för att stilla samernas oro och för att trygga deras fortsatta bedrivande av renskötsel i de aktuella områdena? På längre sikt kan man ju inte fortsätta att betala ut ersättning för renar som grävs ner, utan man måste komma med något mer konstruktivt. Min fråga var alltså: När kan vi få ett sådant svar? Det är ju i allra högsta grad brådskande."
prot-198788--21,i-1127bGUoGtyfwEFHcEjNUP,margin,Debattens ämne,Vissa kyrkliga frågor
prot-198788--31,i-18TjbvPzwW5NHiYeBs6Mu,u,,Av någon anledning hade TV-Aktuellt häromkvällen en nyhet där man påstod att regeringen tagit ställning. Som tur var tittade socialministern på TV just då och kunde därför omgående och förtjänstfullt klargöra att nyheten inte var verklighetsförankrad. Inom parentes kan också konstateras att TV-Aktuellt inte därefter närmare försökt att styrka sin nyhet.
prot-198788--46,i-1FqTHF3uZNenbac4MQUbq,margin,protokollsnummer och datum,Prot. 1987/88:46 16 december 1987
prot-198889--4,i-112AKZNxQs41vmDCcZtgc3,note,Meddelande om skriftlig fråga,Sovjetunionen har fortfarande trupper i Afghanistan. Enligt uppgift har hälften av de sovjetiska trupperna nu lämnat landet. Enligt Gendveavtalet
prot-198889--29,i-1391fvoNZkHDXPipBmgBQ,margin,sidnummer,51
prot-198889--40,i-15h52eAVLRe8uWKcb7DhJ,u,,"Vi har i dag haft en ceremoni, och vi har haft uppe de mänskliga rättigheterna. Jag tycker därför inte att man behöver orda mer om detta. Det vi talat om tidigare i dag borde vara giltigt även när vi kommer till spaningslagen."
prot-198990--59,i-11mqzHStAgnUX9yQpwDKq,u,Svar på interpellation,"När nu SJ efter så många år av passivitet låtit banor och materiel förfalla är det inte lätt för regionerna att ta hand om och utveckla järnvägstrafiken. Det är faktiskt en omöjlighet. Staten måste helt enkelt ta sitt ansvar. För att det skall fungera måste staten garantera ett långsiktigt driftstöd till trafiken på stomjärnvägarna. Staten bör också garantera en trafik på Herrljungabanan av minst nuvarande omfattning, och staten bör via banverket ge garantier för upprustning av Herrljungabanan. Snabbtågen bör stanna i Herrljunga."
prot-198990--16,i-11xvDDwR2qsv3rnYNUEb7,intro,,Finansminister KJELL-OLOF FELDT:
prot-198990--43,i-14drRUagHwq4SfBbSyGbn,u,Svar på interpellation,Som jag tidigare har sagt tycker jag att man skall säga ett bestämt nej till reklam i Sveriges Radio och att man skall bevara detta företag som ett licens-
prot-199091--7,i-112XvKBydRimfs9dpAmcqA,intro,länk saknas,Anf. 97 ROLAND LARSSON (c) replik:
prot-199091--33,i-14FTCojEBDx4WcNkr77nW,u,länk saknas,"Det går alltså inte att bara följa upp och se efter vad som kommer att hända när vi använder dem, utan vi måste ta reda på effekterna innan vi introducerar dem fullt ut. Introduktion pågår, så det är ganska bråttom. Vilka beslut har regeringen fattat i det avseendet?"
prot-199091--8,i-15ZWLdNza8e5x3LQRfmkU,,länk saknas - Hittar ej,1990/91:43 av MargÃ³ Ingvardsson (v) till socialministern om en arbetsgivarperiod i sjukförsäkringen:
prot-199192--25,i-11LZi6AZxyRvqfzEwDzN5,u,länk saknas,Bland dem är faktiskt EES. Det finns i Gudrun
prot-199192--12,i-15Y8tTi9V3zgXR9Ai1rjj,u,länk saknas,även här i Sverige. Vi ser vad som händer med t.ex.
prot-199192--28,i-16ermC1XNdDHpNMd8Mgg8,u,länk saknas,"Flera privata intressenter har visat intresse av att erbjuda en helhetslösning, inkl. huvudsaklig finansiering, avseende Arlandabanan. Vidare finns ett intresse att tillsammans med regeringen och banverket diskutera hur ett sådant privat förslag kan anknytas till övergripande ambitioner om avreglering och konkurrens, och hur en privat monopolsituation undviks. Det senare uppges inte utgöra något problem."
prot-199293--25,i-112PEq2r78iVtgXFSahHnD,u,länk saknas,"Jag har inte heller fått svar på min skriftliga fråga, som jag även upprepade i mitt första inlägg. Skall vi i Sverige i fortsättningen börja handla på överskottsmarknaden? I så fall måste vi inse de konsekvenser som det kan få för den inhemska försvarsindustrin."
prot-199293--42,i-145FYZLfxomyFKTkiL1Lh,u,länk saknas,"Mot bakgrund av vad jag anfört vill vi ha en ändring av 9 kap. 4 a Â§, skollagen, som vi vill skall lyda:"
