,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,protocol_id,x,elem_id,text,segmentation,speaker,comments,facs,github,checked
243,243,243,243,prot-1906--fk--42,6,i-Tpw5ySV3NTMuGGVjb1Qm8u,N:o 42. 6 Onsda,note,,"note, but different types of notes -- segmentation error",https://betalab.kb.se/prot-1906--fk--42/prot_1906__fk__42-005.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1906/prot-1906--fk--42.xml#L444,True
244,244,244,244,prot-1906--fk--42,6,i-AQwtTHMQWiJXa1Bv3PtrVu,dagaflöning vid,note,,,https://betalab.kb.se/prot-1906--fk--42/prot_1906__fk__42-005.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1906/prot-1906--fk--42.xml#L448,True
245,245,245,245,prot-1906--fk--42,6,i-61fa3bnrmQPHMBEpLQNBo2,6:0) Dyrtidstil,note,,,https://betalab.kb.se/prot-1906--fk--42/prot_1906__fk__42-005.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1906/prot-1906--fk--42.xml#L451,True
246,246,246,246,prot-1906--fk--42,6,i-H9JQWxyEzwnPMMu3mXwPEq,7:0) Dyrtidstil,note,,,https://betalab.kb.se/prot-1906--fk--42/prot_1906__fk__42-005.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1906/prot-1906--fk--42.xml#L458,True
247,247,247,247,prot-1906--fk--42,6,i-LZHgka5EKu5D856vYvLT4h,I sammanhang me,note,,,https://betalab.kb.se/prot-1906--fk--42/prot_1906__fk__42-005.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1906/prot-1906--fk--42.xml#L461,True
248,248,248,248,prot-1906--fk--42,6,i-QgXK7HwTBFjuUa48AVnJr4,af herr O. G. E,note,,,https://betalab.kb.se/prot-1906--fk--42/prot_1906__fk__42-005.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1906/prot-1906--fk--42.xml#L466,True
249,249,249,249,prot-1906--fk--42,6,i-9fabrrcXRvQX6sq8fBsnX9,af herr C. Lind,note,,,https://betalab.kb.se/prot-1906--fk--42/prot_1906__fk__42-005.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1906/prot-1906--fk--42.xml#L474,True
250,250,250,250,prot-1906--fk--42,6,i-UAZKx3octor6k5Wk1QwhWm,af herr F. W. T,note,,,https://betalab.kb.se/prot-1906--fk--42/prot_1906__fk__42-005.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1906/prot-1906--fk--42.xml#L483,True
251,251,251,251,prot-1906--fk--42,6,i-FNWB4tmeMezBHnSVtzD4bh,Utskottet hade ,note,,,https://betalab.kb.se/prot-1906--fk--42/prot_1906__fk__42-005.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1906/prot-1906--fk--42.xml#L490,True
252,252,252,252,prot-1906--fk--42,6,i-EnxycFAsqUxcaj93525ZWY,»I) att Riksdag,note,,,https://betalab.kb.se/prot-1906--fk--42/prot_1906__fk__42-005.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1906/prot-1906--fk--42.xml#L493,True
253,253,253,253,prot-1906--fk--42,6,i-3kAUrXMGjc97vBvgXDYSzn,under andra huf,note,,,https://betalab.kb.se/prot-1906--fk--42/prot_1906__fk__42-005.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1906/prot-1906--fk--42.xml#L504,True
254,254,254,254,prot-1906--fk--42,6,i-QerjhxFeUTroTRivBobH7J,att utbetalas m,note,,,https://betalab.kb.se/prot-1906--fk--42/prot_1906__fk__42-005.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1906/prot-1906--fk--42.xml#L514,True
255,255,255,255,prot-1907--ak--21,11,i-PejSpKiF6WVHxfTUmieJcJ,Lördagen den 9 ,note,,margin,https://betalab.kb.se/prot-1907--ak--21/prot_1907__ak__21-010.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1907/prot-1907--ak--21.xml#L787,True
256,256,256,256,prot-1907--ak--21,11,i-BUaRGXSYqa6Fu7n8NiTiSM,"digheter, som ä",u,Q53305,,https://betalab.kb.se/prot-1907--ak--21/prot_1907__ak__21-010.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1907/prot-1907--ak--21.xml#L791,True
257,257,257,257,prot-1907--ak--21,11,i-Ji5YFHvLaoE2Tvz7sMjmvn,Då är frågan de,u,Q53305,,https://betalab.kb.se/prot-1907--ak--21/prot_1907__ak__21-010.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1907/prot-1907--ak--21.xml#L796,True
258,258,258,258,prot-1907--ak--21,11,i-Phh5HV7RbkfrEfVyd5G8my,Hvad landsbygde,u,Q53305,,https://betalab.kb.se/prot-1907--ak--21/prot_1907__ak__21-010.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1907/prot-1907--ak--21.xml#L820,True
259,259,259,259,prot-1907--ak--21,11,i-GbafJ2KY9g8DWkWgK1MASw,N:o 21.,note,,margin,https://betalab.kb.se/prot-1907--ak--21/prot_1907__ak__21-010.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1907/prot-1907--ak--21.xml#L845,True
260,260,260,260,prot-1907--ak--21,11,i-FsqZfeTYTLWzWsQYtXZMKp,Om ändring af 2,note,,margin,https://betalab.kb.se/prot-1907--ak--21/prot_1907__ak__21-010.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1907/prot-1907--ak--21.xml#L848,True
261,261,261,261,prot-1908--ak--34,40,i-Y9L4bApFbhzQgzsvFgNMrF,N.o 34.,note,,margin,https://betalab.kb.se/prot-1908--ak--34/prot_1908__ak__34-039.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1908/prot-1908--ak--34.xml#L3315,True
262,262,262,262,prot-1908--ak--34,40,i-WK1GmbEhmMpKYHcDi75Nwb,Angående anslag,note,,margin,https://betalab.kb.se/prot-1908--ak--34/prot_1908__ak__34-039.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1908/prot-1908--ak--34.xml#L3318,True
263,263,263,263,prot-1908--ak--34,40,i-MSc8GH9Y3cqh84GjH4t6cp,(Forts.),note,,margin,https://betalab.kb.se/prot-1908--ak--34/prot_1908__ak__34-039.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1908/prot-1908--ak--34.xml#L3321,True
264,264,264,264,prot-1908--ak--34,40,i-FozDCh54gEgosxkS8keZmr,40 Torsdagen de,note,,margin,https://betalab.kb.se/prot-1908--ak--34/prot_1908__ak__34-039.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1908/prot-1908--ak--34.xml#L3324,True
265,265,265,265,prot-1908--ak--34,40,i-2WMLkx3EmCki3ueDvTZYru,"sinnelag, som g",u,Q53620,,https://betalab.kb.se/prot-1908--ak--34/prot_1908__ak__34-039.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1908/prot-1908--ak--34.xml#L3328,True
266,266,266,266,prot-1908--ak--34,40,i-28FUUMo2R3EcKUtspN9K7z,Det är endast d,u,Q53620,,https://betalab.kb.se/prot-1908--ak--34/prot_1908__ak__34-039.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1908/prot-1908--ak--34.xml#L3341,True
267,267,267,267,prot-1908--ak--34,40,i-ALWF31rqVmNhRuANBvCV1w,Herr Centerwall,note,,intro,https://betalab.kb.se/prot-1908--ak--34/prot_1908__ak__34-039.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1908/prot-1908--ak--34.xml#L3351,True
268,268,268,268,prot-1908--ak--34,40,i-UUsQ9nUfSvBYxhkKL9HfDv,Det kan väl ick,u,Q5605978,,https://betalab.kb.se/prot-1908--ak--34/prot_1908__ak__34-039.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1908/prot-1908--ak--34.xml#L3355,True
269,269,269,269,prot-1908--ak--34,40,i-2xHTm7pV4zXzB6YHq7VFKK,Hvad själfva sa,u,Q5605978,,https://betalab.kb.se/prot-1908--ak--34/prot_1908__ak__34-039.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1908/prot-1908--ak--34.xml#L3365,True
270,270,270,270,prot-1908--ak--34,40,i-YPk1qYdjsU7u3DyrgYLGBf,Det förefaller ,u,Q5605978,,https://betalab.kb.se/prot-1908--ak--34/prot_1908__ak__34-039.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1908/prot-1908--ak--34.xml#L3382,True
271,271,271,271,prot-1909----reg-02,50,i-2agp4uaavb2PPStqf4bsVk,| (SC » -— |,note,,not sure where this annotation is on the page,https://betalab.kb.se/prot-1909----reg-02/prot_1909____reg_02-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909----reg-02.xml#L3534,True
272,272,272,272,prot-1909----reg-02,50,i-UW838Av6CHwPzNqnfJDfUH,"Teatrarne, Kung",note,,,https://betalab.kb.se/prot-1909----reg-02/prot_1909____reg_02-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909----reg-02.xml#L3537,True
273,273,273,273,prot-1909----reg-02,50,i-iecmc2PajbwohvkBAcLkB,Till gäldande a,note,,,https://betalab.kb.se/prot-1909----reg-02/prot_1909____reg_02-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909----reg-02.xml#L3540,True
274,274,274,274,prot-1909----reg-02,50,i-AzaV4DQcPxDKDCVcgWiFj3,Tekniska högsko,note,,,https://betalab.kb.se/prot-1909----reg-02/prot_1909____reg_02-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909----reg-02.xml#L3545,True
275,275,275,275,prot-1909----reg-02,50,i-6D3Vrx4PmJGm3TduGw9DF3,R. D. anvisar f,note,,,https://betalab.kb.se/prot-1909----reg-02/prot_1909____reg_02-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909----reg-02.xml#L3548,True
276,276,276,276,prot-1909----reg-02,50,i-KMYpNvm26Qa4xvS7B1RnDm,Till arfvode åt,note,,,https://betalab.kb.se/prot-1909----reg-02/prot_1909____reg_02-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909----reg-02.xml#L3553,True
277,277,277,277,prot-1909----reg-02,50,i-77PG9dmK3Y9Na7HbuJqHb4,K. prop. rörand,note,,,https://betalab.kb.se/prot-1909----reg-02/prot_1909____reg_02-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909----reg-02.xml#L3557,True
278,278,278,278,prot-1909----reg-02,50,i-PCMJvRiUtrSXgM9jiCDBsu,För beredande a,note,,,https://betalab.kb.se/prot-1909----reg-02/prot_1909____reg_02-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909----reg-02.xml#L3561,True
279,279,279,279,prot-1909----reg-02,50,i-QPxKcdPbDBCgRPuqwjgVAi,Tekniska lärove,note,,,https://betalab.kb.se/prot-1909----reg-02/prot_1909____reg_02-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909----reg-02.xml#L3567,True
280,280,280,280,prot-1909----reg-02,50,i-5eKJtwRHbcyd6dHZtffKF8,För tillfällig ,note,,,https://betalab.kb.se/prot-1909----reg-02/prot_1909____reg_02-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909----reg-02.xml#L3570,True
281,281,281,281,prot-1909----reg-02,50,i-QdHUcL9P3wguqW9yqpgj49,För uppehålland,note,,,https://betalab.kb.se/prot-1909----reg-02/prot_1909____reg_02-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909----reg-02.xml#L3574,True
282,282,282,282,prot-1909----reg-02,50,i-BaCMwfadZ9AN7keim9wfod,För uppehålland,note,,,https://betalab.kb.se/prot-1909----reg-02/prot_1909____reg_02-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909----reg-02.xml#L3578,True
283,283,283,283,prot-1909----reg-02,50,i-JujC291CEJjp5fcyaaeLSF,För uppehålland,note,,,https://betalab.kb.se/prot-1909----reg-02/prot_1909____reg_02-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909----reg-02.xml#L3582,True
284,284,284,284,prot-1909----reg-02,50,i-2fvCEHdwQprPJzm5YW16hB,oc Utskotts- — ,note,,,https://betalab.kb.se/prot-1909----reg-02/prot_1909____reg_02-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909----reg-02.xml#L3586,True
285,285,285,285,prot-1909----reg-02,50,i-LXuo5GmJvra2mGy3hAonMb,"1:83, — 411 999",note,,,https://betalab.kb.se/prot-1909----reg-02/prot_1909____reg_02-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909----reg-02.xml#L3592,True
286,286,286,286,prot-1909----reg-02,50,i-Efr935pu4Yt5JJ4yqxxKJM,"n:r 239, VI: 65",note,,,https://betalab.kb.se/prot-1909----reg-02/prot_1909____reg_02-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909----reg-02.xml#L3597,True
287,287,287,287,prot-1909----reg-02,50,i-WieeYmoEDgP2Bb5UjXaR3M,"246, 250 135] 4",note,,,https://betalab.kb.se/prot-1909----reg-02/prot_1909____reg_02-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909----reg-02.xml#L3600,True
288,288,288,288,prot-1909--ak--46,3,i-Ldpawc6pMFXEGZmcJrPijP,Fredagen den 23,note,,margin,https://betalab.kb.se/prot-1909--ak--46/prot_1909__ak__46-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--46.xml#L208,True
289,289,289,289,prot-1909--ak--46,3,i-R9WX4afhbLRg8K13HpxELm,§ 6.,note,,head,https://betalab.kb.se/prot-1909--ak--46/prot_1909__ak__46-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--46.xml#L211,True
290,290,290,290,prot-1909--ak--46,3,i-8c5fR76kidg6xVrxALLLjf,"Föredrogos, men",note,,,https://betalab.kb.se/prot-1909--ak--46/prot_1909__ak__46-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--46.xml#L214,True
291,291,291,291,prot-1909--ak--46,3,i-9zGYKMoYTh2zHHKaQ2XYSm,§ 7.,note,,head,https://betalab.kb.se/prot-1909--ak--46/prot_1909__ak__46-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--46.xml#L221,True
292,292,292,292,prot-1909--ak--46,3,i-WsMo99AkYei3Z257AuApNv,Ordet lämnades ,note,,intro: segmentation error – in-text note and margin note together,https://betalab.kb.se/prot-1909--ak--46/prot_1909__ak__46-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--46.xml#L224,True
293,293,293,293,prot-1909--ak--46,3,i-C6J8W1mVbMWWVtKbuBTg4w,Herr talman! Ja,note,,,https://betalab.kb.se/prot-1909--ak--46/prot_1909__ak__46-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--46.xml#L228,True
294,294,294,294,prot-1909--ak--46,3,i-YA8L9hyfjW43EbT7TACEMc,Denna hemställa,note,,,https://betalab.kb.se/prot-1909--ak--46/prot_1909__ak__46-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--46.xml#L238,True
295,295,295,295,prot-1909--ak--46,3,i-TBV1thxQcBjxjKd9SCnDte,§ 8.,note,,head,https://betalab.kb.se/prot-1909--ak--46/prot_1909__ak__46-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--46.xml#L241,True
296,296,296,296,prot-1909--ak--46,3,i-FSPWyyGYXqrXGmFQvq39qL,Afgåfvos följan,note,,,https://betalab.kb.se/prot-1909--ak--46/prot_1909__ak__46-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--46.xml#L244,True
297,297,297,297,prot-1909--ak--46,3,i-YXd3YdQbVVQkYUZJNMWB3G,herr Byström m.,note,,,https://betalab.kb.se/prot-1909--ak--46/prot_1909__ak__46-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--46.xml#L250,True
298,298,298,298,prot-1909--ak--46,3,i-xgxvm3xr8qVaKiMA9cHNQ,> Byström m. fl,note,,,https://betalab.kb.se/prot-1909--ak--46/prot_1909__ak__46-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--46.xml#L253,True
299,299,299,299,prot-1909--ak--46,3,i-BxbHazWwDG4vCdHySZvKnq,Dessa motioner ,note,,,https://betalab.kb.se/prot-1909--ak--46/prot_1909__ak__46-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--46.xml#L256,True
300,300,300,300,prot-1909--ak--46,3,i-P9CzjAmjGfixdymJfQmfxf,Till statsutsko,note,,,https://betalab.kb.se/prot-1909--ak--46/prot_1909__ak__46-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--46.xml#L259,True
301,301,301,301,prot-1909--ak--46,3,i-LozJ5m5BKHrEgVgWDHxGPL,Vidare afgaf he,note,,,https://betalab.kb.se/prot-1909--ak--46/prot_1909__ak__46-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--46.xml#L264,True
302,302,302,302,prot-1909--ak--46,3,i-NsuuqZoJbUr5mydkTN8ADb,Slutligen afläm,note,,,https://betalab.kb.se/prot-1909--ak--46/prot_1909__ak__46-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--46.xml#L269,True
303,303,303,303,prot-1909--ak--46,3,i-9AepZHSWfcUHuzraLrTLu3,Sistnämnda två ,note,,,https://betalab.kb.se/prot-1909--ak--46/prot_1909__ak__46-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--46.xml#L274,True
304,304,304,304,prot-1909--ak--46,3,i-4satxziMCK3ygnuCUN4iZP,§ 9.,note,,head,https://betalab.kb.se/prot-1909--ak--46/prot_1909__ak__46-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--46.xml#L277,True
305,305,305,305,prot-1909--ak--46,3,i-4LWgiV5wqGVEKCcQu7TZuu,Till bordläggni,note,,,https://betalab.kb.se/prot-1909--ak--46/prot_1909__ak__46-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--46.xml#L280,True
306,306,306,306,prot-1909--ak--5,67,i-NDJUs8iM6SHEXpEV3GhTmq,Lördagen den 23,note,,margin,https://betalab.kb.se/prot-1909--ak--5/prot_1909__ak__5-066.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--5.xml#L5326,True
307,307,307,307,prot-1909--ak--5,67,i-C39Xj9JjY3mjviKgdyS329,besittningsrält,u,Q55955,,https://betalab.kb.se/prot-1909--ak--5/prot_1909__ak__5-066.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--5.xml#L5330,True
308,308,308,308,prot-1909--ak--5,67,i-CodiN2ZTBWiwFib41zh2GG,Den angelägenhe,u,Q55955,,https://betalab.kb.se/prot-1909--ak--5/prot_1909__ak__5-066.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--5.xml#L5339,True
309,309,309,309,prot-1909--ak--5,67,i-S4TmLmhgeN65vonEA5bKXT,Jag skall icke ,u,Q55955,,https://betalab.kb.se/prot-1909--ak--5/prot_1909__ak__5-066.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--5.xml#L5348,True
310,310,310,310,prot-1909--ak--5,67,i-QKabiABCYt5zaoJE7a2zJx,Och huru är det,u,Q55955,,https://betalab.kb.se/prot-1909--ak--5/prot_1909__ak__5-066.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--5.xml#L5367,True
311,311,311,311,prot-1909--ak--5,67,i-DHTPcv489eddiERP73RjYq,För några dagar,u,Q55955,,https://betalab.kb.se/prot-1909--ak--5/prot_1909__ak__5-066.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--5.xml#L5384,True
312,312,312,312,prot-1909--ak--5,67,i-CcRwzLoHFm8AanzTcmzkYH,N:o 5.,note,,margin,https://betalab.kb.se/prot-1909--ak--5/prot_1909__ak__5-066.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--5.xml#L5397,True
313,313,313,313,prot-1909--ak--5,67,i-PA5zWVDTQuEBc5TR1MNNQj,Remiss af stats,note,,margin,https://betalab.kb.se/prot-1909--ak--5/prot_1909__ak__5-066.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--5.xml#L5400,True
314,314,314,314,prot-1909--ak--5,67,i-XEva14US3YckE3KDaDMi49,(Forts.),note,,margin,https://betalab.kb.se/prot-1909--ak--5/prot_1909__ak__5-066.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--ak--5.xml#L5403,True
315,315,315,315,prot-1909--fk--24,25,i-LzZQ9TKQK2jUzB3Rkwb1r9,Torsdagen den 1,note,,margin,https://betalab.kb.se/prot-1909--fk--24/prot_1909__fk__24-024.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--fk--24.xml#L2037,True
316,316,316,316,prot-1909--fk--24,25,i-GWwHkZyCwHJGFofWrVRHzK,icke anledning ,u,Q5772288,segmentation error: part of the margin note is in seg,https://betalab.kb.se/prot-1909--fk--24/prot_1909__fk__24-024.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--fk--24.xml#L2041,True
317,317,317,317,prot-1909--fk--24,25,i-KXHCXrkH24sHEWFHwGPsun,tvingande skäl ,u,Q5772288,segmentation error: part of margin note in seg,https://betalab.kb.se/prot-1909--fk--24/prot_1909__fk__24-024.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--fk--24.xml#L2047,True
318,318,318,318,prot-1909--fk--24,25,i-VwyxAfWnajnBKL1zkZnsdD,att här finnas ,u,Q5772288,segmentation error: part of margin note in seg,https://betalab.kb.se/prot-1909--fk--24/prot_1909__fk__24-024.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--fk--24.xml#L2054,True
319,319,319,319,prot-1909--fk--24,25,i-J7bF2e6buF29KoMoYBr4t6,Så har det äfve,u,Q5772288,,https://betalab.kb.se/prot-1909--fk--24/prot_1909__fk__24-024.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--fk--24.xml#L2075,True
320,320,320,320,prot-1909--fk--24,25,i-7HKvGXsmKSCA4ks2BBtjjX,Eftersom jag är,u,Q5772288,,https://betalab.kb.se/prot-1909--fk--24/prot_1909__fk__24-024.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--fk--24.xml#L2090,True
321,321,321,321,prot-1909--fk--24,25,i-F896SVXqf9doaogu8rRnmG,Herr statsrådet,note,,intro,https://betalab.kb.se/prot-1909--fk--24/prot_1909__fk__24-024.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--fk--24.xml#L2105,True
322,322,322,322,prot-1909--fk--24,25,i-28DaECDwsk7GE7Vvx9hC6a,Det var ett ytt,u,Q53305,,https://betalab.kb.se/prot-1909--fk--24/prot_1909__fk__24-024.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--fk--24.xml#L2109,True
323,323,323,323,prot-1909--fk--47,27,i-STac2RwqEg3ifLP2cEPafY,Fredagen den 21,note,,margin,https://betalab.kb.se/prot-1909--fk--47/prot_1909__fk__47-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--fk--47.xml#L1872,True
324,324,324,324,prot-1909--fk--47,27,i-31em6TAKmqNhFMf7KmANf5,befordringsväse,u,Q6045461,segmentation error: part of margin note in seg,https://betalab.kb.se/prot-1909--fk--47/prot_1909__fk__47-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1909/prot-1909--fk--47.xml#L1876,True
