protocol_id,elem_id,speaker_name,speaker_i_ort,speaker_party,speaker_born,speaker_wiki_id,comments,text,link,Resposibility
prot-198990--20,i-CJ5PPwSvwTxCvHPqZb1ieb,Birger Andersson,Andersson i Sala,c,11 July 1933,Q5554160,,BIRGER ANDERSSON (c):,https://betalab.kb.se/prot-198990--20/prot_198990__20-040.jp2/_view,Fredrik
prot-199091--3,i-CW1wqK5x3GidUo697XtFU8,Thage Peterson,Peterson i Nacka,s,1933-09-24 00:00:00,Q2408431,,Anf. 1 TALMANNEN:,,Fredrik
prot-199091--40,i-CW8dZLVfCvMqqLTqhJw3NM,Roy Ottosson,Ottosson i Liden,mp,28 October 1954,Q6068448,,Anf. 68 ROY OTTOSSON (mp):,,Fredrik
prot-199091--28,i-CWNuqD7nd4GsuBuBjXRfkQ,Marianne Samuelsson ,Samuelsson i Alingsås,mp,1945-12-09 00:00:00,Q4976716,,Anf. 6 MARIANNE SAMUELSSON (mp):,,Fredrik
prot-199192--43,i-En6kikDnkk4CXUUWxNXqAm,Karl-Gösta Svenson,Svenson i Kråkerum,m,1938-08-08 00:00:00,Q6198732,,Anf.50 KARL-GÖSTA SVENSON,,Fredrik
prot-199192--37,i-EnLycYk9y9vb22KaQa1eDm,Pehr Löfgreen,Löfgreen i Norsholm,m,1934-11-10 00:00:00,Q5969402,,Anf. 163 PEHR LÖFGREEN (m):,,Fredrik
prot-199293--21,i-CAJQg6s1AJbS7HrCyMs7ec,Jan Backman,Backman i Råå,m,4 January 1939,Q5563661,,Anf. 109 JAN BACKMAN (m):,,Fredrik
prot-199293--6,i-CAd4pUTCq2eBNha1yRtthd,Bo Könberg,?,fp,14 October 1945,Q4931118,,Anf. 200 Statsrådet BO KÖNBERG (fp):,,Fredrik
prot-199293--15,i-CAkpH4KBoaPAyYssvauhzE,Berit Andnor,Andnor i Östersund,s,1954-11-20 00:00:00,Q4891887,,Anf. 42 BERIT ANDNOR (s):,,Fredrik
prot-199394--44,i-BkqvU2KBqB33w8WZayXfHy,Lars Tobisson,Tobisson i Göteborg,m,1938-11-19 00:00:00,Q6212236,,Anf. 25 LARS TOBISSON (m) replik:,,Fredrik
prot-199394--41,i-BmYvMbNNhxws8mzAcG44Br,Rolf L. Nilson,Nilson i Lund,v,1945-07-01 00:00:00,Q6009395,,Anf. 9 ROLF L NILSON (v):,,Fredrik
prot-199394--43,i-BmaZVAcufTAATjusMaPBYp,Gudrun Norberg,Norberg i Glanshammar,fp,30 May 1938 ,Q4989365,,Anf. 49 GUDRUN NORBERG (fp) replik:,,Fredrik
prot-199495--46,i-H5G8PUg7wDqn26BTd9dwS3,Anita Johansson,Johansson i Nacka,s,1944-09-30 00:00:00,Q4765556,,Anf. 85 ANITA JOHANSSON (s) replik:,http://data.riksdagen.se/fil/53B950F9-8F6E-4814-A131-9582F2EC5CCA#page=92,Fredrik
prot-199495--10,i-H5t6CRp4EVQ5C4Zp6uFBgh,Margareta Winberg ,Winberg i Nälden,s,1947-08-13 00:00:00,Q3430022,"Not correct intro, correct intro should be ""Anf. 106 Jordbruksminister MARGARETA WINBERG (s):""",WINBERG (s):,http://data.riksdagen.se/fil/82147D1E-62BF-49B9-BBA0-7883E9E90504#page=50,Fredrik
prot-199495--37,i-H6B6HcNjMDkXYCTSe3PngP,Ingrid Skeppstedt,Skeppstedt i Flen,c,25 March 1935 ,Q4979095,,Anf. 51 INGRID SKEPPSTEDT (c):,http://data.riksdagen.se/fil/7EE2B79D-B7A7-414A-BA9B-8723C639C53F#page=47,Fredrik
prot-199596--8,i-EnLXiKVjXvFNxbteJdmwCL,Anna Hedborg ,–,s,1944-09-17 00:00:00,Q4953085,"She was not an MP, only minister",Anf. 7 Statsrådet ANNA HEDBORG (s),http://data.riksdagen.se/fil/C6C044CA-4051-45B1-BC1F-B0AD1B71CCBF#page=16,Fredrik
prot-199596--15,i-EnRLp2DWFkGGKLfprqVGxj,Karin Starrin ,Starrin i Edsbyn,c,28 October 1947 ,Q4980077,,Anf. 32 KARIN STARRIN (c),http://data.riksdagen.se/fil/9CDD9BE4-5F8B-434F-9938-0AC47CC8C599#page=29,Fredrik
prot-199596--7,i-EnaYaWFmcfnyPgJVPstP3K,Lennart Beijer,?,v,1947-11-28 00:00:00,Q5568994,,Anf. 134 LENNART BEIJER (v) replik,http://data.riksdagen.se/fil/00CF00FC-CACA-4828-9BA6-AA44389A713E#page=107,Fredrik
prot-199697--22,i-ChkC32mTCTdHB1DL1U7CMa,Laila Freivalds,?,s,22 June 1942,Q291648,,Anf. 56 Justitieminister LAILA FREIVALDS (s):,http://data.riksdagen.se/fil/A513CB00-B74E-4FBC-8C17-3636707D80D2#page=36,Fredrik
prot-199697--37,i-ChuRqqrLa7opzWvZLRRbXB,Ines Uusmann,Uusmann i Täby,s,30 October 1948,Q4984124,,Anf. 52 Kommunikationsminister INES UUSMANN (s):,http://data.riksdagen.se/fil/95C152EF-702B-4CA4-A2CC-F9A94700B706#page=38,Fredrik
prot-199697--34,i-Chwc4Nx85ZMTehuBP5JFTg,Kia Andreasson,?,mp,1949-04-13 00:00:00,Q4936001,,Anf. 25 KIA ANDREASSON (mp):,http://data.riksdagen.se/fil/764272AE-F4B3-44F1-8C75-68D95A5ED392#page=25,Fredrik
prot-199798--41,i-DdJoM3ryLF7FZs3HpHD7YR,Åke Carnerö,Carnerö i Ljungskile,kd,1945-12-08 00:00:00,Q5603637,,Anf. 20 ÅKE CARNERÖ (kd) replik:,http://data.riksdagen.se/fil/7BFEE4D9-0484-4B02-BBE5-2AAB4093F74D#page=30,Fredrik
prot-199798--48,i-De3bLKToZ45dERrqBPT6Ur,Lennart Daléus,Daléus i Saltsjöbaden,c,25 June 1946 ,Q960693,,Anf. 124 LENNART DALÉUS (c) replik:,http://data.riksdagen.se/fil/8BA22C40-1515-4D42-8950-FF382439B463#page=119,Fredrik
prot-199798--6,i-De5udunDWNQgK6tGwB5Ryx,Carl Tham,Tham i Stockholm,s,5 July 1939 ,Q6206776,"Not correct intro, correct intro should be ""Anf. 27 Utbildningsminister CARL THAM (s):""",Anf. 27 Utbildningsminister CARL,http://data.riksdagen.se/fil/C31D0F9F-9CD8-4E2C-8F77-E17F22FA8623#page=13,Fredrik
prot-199899--36,i-GV6rHJRqEamyvbGUevE9Fs,Thomas Östros,?,s,26 January 1965,Q3297193,,Anf. 54 Utbildningsminister THOMAS ÖSTROS (s):,http://data.riksdagen.se/fil/C9195609-2F22-4556-B000-F305A63B5E91#page=49,Fredrik
prot-199899--14,i-GV7QJrjksd8xSRT5e8EzGQ,Britta Lejon ,?,s,1964-11-02 00:00:00,Q4961658,,Anf. 14 Statsrådet BRITTA LEJON (s):,http://data.riksdagen.se/fil/B0AB6230-470E-4D94-A755-DBAA1C414CAB#page=12,Fredrik
prot-199899--38,i-GVB7rTqYYbUf2gWw3pb8uS,Inger Strömbom,?,kd,,Q4989817,,Anf. 197 INGER STRÖMBOM (kd) replik:,http://data.riksdagen.se/fil/94075673-6B49-47AD-9824-378AF1B47B85#page=157,Fredrik
prot-19992000--47,i-CfWEEZBiEAy2Xfscp6sycG,Sonia Karlsson,Karlsson i Motala,s,8 January 1946 ,Q4958180,,Anf. 63 SONIA KARLSSON (s) replik:,http://data.riksdagen.se/fil/EE8A9D62-4AD6-4957-8804-FD0286D641E0#page=56,Fredrik
prot-19992000--30,i-CfvqRQyVEk4192zjN2pbKQ,Lars Engqvist ,?,s,1945-08-13 00:00:00,Q5854875,,Anf. 46 Socialminister LARS ENGQVIST (s):,http://data.riksdagen.se/fil/0CC63A49-9BD5-43C4-9B94-AF46733ADDA2#page=37,Fredrik
prot-19992000--38,i-CgvnfjySB7DQgEsqntzXSf,Owe Hellberg,?,v,1953-08-06 00:00:00,Q5798912,,Anf. 51 OWE HELLBERG (v) replik:,http://data.riksdagen.se/fil/674D9A77-A867-4C05-B6CC-FB50E52F2AF7#page=48,Fredrik
prot-200001--20,i-CtBaTnuEk25mZmitH6yVaK,Maud Ekendahl,Ekendahl i Ängelholm,m,16 July 1949 ,Q4946072,,Anf. 35 MAUD EKENDAHL (m):,http://data.riksdagen.se/fil/2C21B75A-7954-4DCD-AF0F-9EB0D4C324B2#page=31,Fredrik
prot-200001--46,i-Ctcg249hJuE1LVSt3CLtMK,Kent Olsson ,Olsson i Lysekil,m,1944-09-23 00:00:00,Q6027303,,Anf. 190 KENT OLSSON (m) replik:,http://data.riksdagen.se/fil/E697AA45-9EFA-43DF-BACC-A4853230694B#page=160,Fredrik
prot-200001--33,i-Ctfvc3FtH84bUGRKJKed15,Leif Carlson,Carlson i Vimmerby,m,23 March 1942 ,Q5602918,,Anf. 5 LEIF CARLSON (m) replik:,http://data.riksdagen.se/fil/82F501B4-4C47-456A-9EBF-C37C84DBD41F#page=10,Fredrik
prot-200102--18,i-EWBDDHG5K4UTEJZ3jPp9im,Björn Rosengren,?,s,1942-04-14 00:00:00,Q3374466,"Not correct intro, correct intro should be ""Anf. 70 Näringsminister BJÖRN ROSENGREN (s):""",Anf. 70 Näringsminister BJÖRN ROSEN-,http://data.riksdagen.se/fil/B8B29A29-73B2-4E15-AAA1-261EDBA095AB#page=19,Fredrik
prot-200102--36,i-EWEahGYcxQVSj8YBH37ABP,Åsa Torstensson,?,c,25 March 1958,Q271235,,Anf. 18 ÅSA TORSTENSSON (c) replik:,http://data.riksdagen.se/fil/C1B569E6-D4E4-47B2-AE9A-66B29D2E830D#page=16,Fredrik
prot-200102--42,i-EWR8k21RGcnM5BGLGPkZzt,Marianne Samuelsson,Samuelsson i Alingsås,mp,1945-12-09 00:00:00,Q4976716,,Anf. 55 MARIANNE SAMUELSSON (mp),http://data.riksdagen.se/fil/5C8B1521-5D1E-4A15-BD00-4627EE794F19#page=48,Fredrik
prot-200203--35,i-FVj6XUpBXeqhXfgwfDE137,Torsten Lindström,?,kd,1974-09-06 00:00:00,Q5958869,,Anf. 185 TORSTEN LINDSTRÖM (kd) replik:,http://data.riksdagen.se/fil/2C25FA23-E2FD-4A58-9C29-7A10034A3EE3#page=116,Fredrik
prot-200203--34,i-FVjMBST7BPYsvxmfByah2Z,Annika Nilsson,?,s,1971,Q4769497,,Anf. 63 ANNIKA NILSSON (s) replik:,http://data.riksdagen.se/fil/DDC5029C-22F5-42F7-AF2A-CC74D3D24C98#page=60,Fredrik
prot-200203--40,i-FWHpX6UK2mAP3k8YnheJhi,Conny Öhman,?,s,1950-12-19 00:00:00,Q6256695,,Anf. 90 CONNY ÖHMAN (s) replik:,http://data.riksdagen.se/fil/AAC75308-66F2-48D6-A6FD-679C19A0AA7B#page=71,Fredrik
prot-200304--34,i-DiWyFTitsYnusAHVkcs2bz,Bosse Ringholm,?,s,1942-08-18 00:00:00,Q321595,,Anf. 46 Finansminister BOSSE RINGHOLM (s):,http://data.riksdagen.se/fil/564BB9AF-03E0-4BD5-BC41-E4575ACE0709#page=35,Fredrik
prot-200304--13,i-DinTuQmMhfvWRH5ABzib68,Alf Svensson,Svensson i Gränna,kd,1 October 1938,Q944795,,Anf. 58 ALF SVENSSON (kd) replik:,http://data.riksdagen.se/fil/819F246D-1886-42A0-8725-F62565A3B0E0#page=39,Fredrik
prot-200304--13,i-DjE65LfEJ3due4ybFZDdZh,Inger Lundberg,Lundberg i Örebro,s,28 March 1948 ,Q4963957,,Anf. 113 INGER LUNDBERG (s):,http://data.riksdagen.se/fil/819F246D-1886-42A0-8725-F62565A3B0E0#page=94,Fredrik
prot-200405--29,i-AmSqfYxEKrE6YNtdSdiAkE,Sven-Erik Österberg,?,s,10 March 1955,Q3370194,,Anf. 121 Statsrådet SVEN-ERIK ÖSTERBERG (s):,http://data.riksdagen.se/fil/B5CD68D3-2E98-44C4-9AC5-6CED1F435C5E#page=102,Fredrik
prot-200405--47,i-Amch1hNdjJpKGCTRnwDcbo,Annika Qarlsson,?,c,1964-11-22 00:00:00,Q4769498,,Anf. 163 ANNIKA QARLSSON (c) replik:,http://data.riksdagen.se/fil/7A283E5E-651E-4E42-A5E2-8647A2CD43FD#page=97,Fredrik
prot-200405--21,i-AmjZ4X9ACiEgQkjyrifsrb,Per Landgren,?,kd,14 January 1958,Q4355135,,Anf. 119 PER LANDGREN (kd) replik:,http://data.riksdagen.se/fil/CE37F2FF-CFF2-41F3-B5DB-4B2D0CF8EA01#page=80,Fredrik
prot-200506--20,i-DXQQKMidD8B6yESAXN2dyj,Mona Sahlin,Sahlin i Nacka,s,9 March 1957,Q231413,,Anf. 1 Samhällsbyggnadsminister MONA SAHLIN (s):,http://data.riksdagen.se/fil/B008AA42-8983-40B8-B54F-9C68C017473D#page=1,Fredrik
prot-200506--38,i-DXquRKb9Fxta7SYTB8Gntx,Eva Flyborg,?,fp,22 March 1963,Q4948373,,Anf. 16 EVA FLYBORG (fp) replik:,http://data.riksdagen.se/fil/15D4299C-1587-4C2C-9677-1DE39A2F1821#page=22,Fredrik
prot-200506--45,i-DY1KJMUMn6beJrLj7jM9aS,Lars Wegendal,?,s,4 January 1949 ,Q6234203,,Anf. 130 LARS WEGENDAL (s) replik:,http://data.riksdagen.se/fil/F2F15942-AB6E-4926-8796-1BDAA71D06F8#page=104,Fredrik
prot-200607--26,i-EQkAEj4quP2CkPqgMSBmFo,Gunnar Andrén,?,fp,9 January 1946,Q5556677,,Anf. 126 GUNNAR ANDRÉN (fp):,http://data.riksdagen.se/fil/41A5F969-5A2C-40B2-930C-729042AF6520#page=64,Fredrik
prot-200607--23,i-EQxMDWdDGzn7RwzQw4zPzL,Sven Otto Littorin,?,m,20 May 1966,Q3504785,,Anf. 42 Statsrådet SVEN OTTO LITTORIN (m):,http://data.riksdagen.se/fil/F22FECD0-EA3F-4797-8AB9-CCF171934B74#page=36,Fredrik
prot-200607--43,i-ERSPBUP4MJEhJSFyZRZz2B,Yvonne Andersson,?,kd,17 May 1951,Q4935945,,Anf. 50 YVONNE ANDERSSON (kd) replik:,http://data.riksdagen.se/fil/854E9E4C-DD11-459B-A1AA-C50FB22B8E3A#page=47,Fredrik
prot-200708--37,i-BNpngTb3PHnHWBR2wsFJdM,Cecilia Magnusson ,?,m,6 January 1962,Q4964936,,Anf. 82 CECILIA MAGNUSSON (m):,http://data.riksdagen.se/fil/B44AB2FF-4D9E-47B5-87CE-1CB5D9CCECEE#page=82,Fredrik
prot-200708--46,i-BNtPWkJ23pifme7gvgrjE3,Egon Frid,?,v,15 March 1957 ,Q5743643,,Anf. 208 EGON FRID (v):,http://data.riksdagen.se/fil/8B8D2413-30E8-4DC3-966E-29712D69BBD8#page=138,Fredrik
prot-200708--32,i-BNx5hZSZYSKsJBkBqXGz9A,Catharina Bråkenhielm,?,s,1956-11-03 00:00:00,Q3363818,,Anf. 35 CATHARINA BRÅKENHIELM (s) replik:,http://data.riksdagen.se/fil/E2B56FE9-C4C7-49B2-BB27-B657E6CAF0F5#page=13,Fredrik
prot-200809--50,i-Bt91AyWARfZNParDGhLgxd,Åsa Torstensson,?,c,25 March 1958,Q271235,,Anf. 150 Statsrådet ÅSA TORSTENSSON (c):,http://data.riksdagen.se/fil/05F06DB4-13A6-4B2A-93EB-69B7F1EE3095#page=102,Fredrik
prot-200809--17,i-BtDTPckVnn78fNoQb6pyee,Jan Lindholm,?,mp,8 October 1951,Q5956750,,Anf. 182 JAN LINDHOLM (mp) replik:,http://data.riksdagen.se/fil/59FA9597-D942-4295-BC76-8C4C3DD4EA06#page=133,Fredrik
prot-200809--51,i-BtwY46AphocAMWGvAQ6rKC,Lage Rahm ,?,mp,27 January 1980,Q6061330,,Anf. 44 LAGE RAHM (mp) replik:,http://data.riksdagen.se/fil/C5A29341-067B-4658-8E92-CE2BE741E577#page=36,Fredrik
prot-200910--51,i-Fw9AJgpMtDpKkFSa2sEs5U,Annika Qarlsson,?,c,1964-11-22 00:00:00,Q4769498,,Anf. 59 ANNIKA QARLSSON (c) replik:,http://data.riksdagen.se/fil/6BF9A908-BEA1-41DB-B2F1-C1EFCE6F3A31#page=61,Fredrik
prot-200910--18,i-Fwgx5YyrPu6SUpt4NcRGGg,Tina Ehn,?,c,23 June 1960,Q4945880,,Anf. 13 TINA EHN (mp) replik:,http://data.riksdagen.se/fil/4F1B7F2A-B9BD-4FC0-98C7-A7A6892F3235#page=19,Fredrik
prot-200910--47,i-FwkNVam5oAyDZjfdippVmS,Sofia Larsen,?,c,11 January 1972,Q4960997,,Anf. 16 SOFIA LARSEN (c) replik:,http://data.riksdagen.se/fil/DE118AF4-1830-4DCB-82BD-042C5640B0B2#page=16,Fredrik
prot-201011--30,i-HfZ7NeonQKpSGGpTR3UDUW,Johnny Skalin,?,sd,1978-04-01 00:00:00,Q6328008,,Anf. 5 JOHNNY SKALIN (SD) replik:,http://data.riksdagen.se/fil/8F64C8BE-E5D6-4DE8-82F6-A0F1E8F73E16#page=14,Fredrik
prot-201011--35,i-HfdjdonCRnWWz5XWHRpbq8,Berit Högman,?,s,1958-08-14 00:00:00,Q3375804,,Anf. 112 BERIT HÖGMAN (S) replik:,http://data.riksdagen.se/fil/E01107B2-D568-4B9D-81D3-67028D6A83E9#page=95,Fredrik
prot-201011--20,i-HhRndQu3gCVfEXVQCnargY,Billy Gustafsson,?,s,8 February 1948,Q3375152,,Anf. 75 BILLY GUSTAFSSON (S):,http://data.riksdagen.se/fil/27E4D235-D5DB-4DAF-B88A-8EA4935259C8#page=64,Fredrik
prot-201112--49,i-HWj9pRvAeNcW4VskvyLjzE,Fredrik Reinfeldt,Reinfeldt i Täby,m,1965-08-04 00:00:00,Q52920,,Anf. 36 Statsminister FREDRIK REINFELDT (M):,http://data.riksdagen.se/fil/C24059A6-639B-4EB4-BEAC-0D96102E0C1C#page=34,Fredrik
prot-201112--11,i-HWw4D43V6h67CZntqj5pYQ,Sten Tolgfors ,?,m,17 July 1966,Q984112,,Anf. 9 Försvarsminister STEN TOLGFORS (M):,http://data.riksdagen.se/fil/CFA3F8C5-6990-4198-A6A7-D767DC34A777#page=8,Fredrik
prot-201112--44,i-HXW1YTZbSjqCS4C3MokP6h,Solveig Zander,?,c,15 February 1955,Q4990884,,Anf. 149 SOLVEIG ZANDER (C) replik:,http://data.riksdagen.se/fil/5368D81E-A16D-4B15-96C5-BF54911B6FC2#page=98,Fredrik
prot-201213--12,i-Fst827jtsLgPTuCrh5t4Ww,Maria Larsson ,?,kd,20 January 1956 ,Q447542,,Anf. 3 Statsrådet MARIA LARSSON (KD):,http://data.riksdagen.se/fil/FE457361-B748-42A5-8510-D42ED89659DC#page=4,Fredrik
prot-201213--21,i-FtZHfNqmBxVGi2Lgxcy59W,Ulla Andersson ,?,v,4 January 1963,Q4935938,,Anf. 1 ULLA ANDERSSON (V):,http://data.riksdagen.se/fil/63E4FD24-4237-45EE-B563-4BD2EDA4135C#page=2,Fredrik
prot-201213--11,i-FvyLTapZWi67R3m6JDrZN1,Jan Björklund ,?,fp,1962-04-18 00:00:00,Q911372,,Anf. 75 Utbildningsminister JAN BJÖRKLUND (FP) replik:,http://data.riksdagen.se/fil/A16F3B28-5CD0-4B1C-A78B-3CB26CF5BE0C#page=46,Fredrik
prot-201314--11,i-CX46RsjzMdsQGBqsDFYRep,Abir Al-Sahlani,?,c,18 May 1976,Q4118653,,Anf. 94 ABIR AL-SAHLANI (C) replik:,http://data.riksdagen.se/fil/BD0BE299-42BA-4448-A59B-E91CF38BAA1F#page=41,Fredrik
prot-201314--25,i-CXCZmTbF2CDYjTKJvNSK9U,Kent Persson,?,v,4 February 1951,Q6043221,,Anf. 120 KENT PERSSON (V):,http://data.riksdagen.se/fil/47633FD5-FEC8-4D6F-AA22-8B07A3065ABF#page=94,Fredrik
prot-201314--45,i-CXFUGRvxerxdFRm7Xts91B,Jan-Olof Larsson ,?,s,1951-09-22 00:00:00,Q3374555,,Anf. 145 JAN-OLOF LARSSON (S):,http://data.riksdagen.se/fil/88C6893E-630E-4FA3-9308-61FD32BAD4BA#page=117,Fredrik
prot-201415--20,i-93oM3SHxJQYbPGx4r7etSh,Gustav Fridolin,?,mp,10 May 1983,Q2029325,,Anf. 314 Utbildningsminister GUSTAV FRIDOLIN (MP) replik:,http://data.riksdagen.se/fil/F8D9432F-6243-42CA-87AC-71D1EDA05DBB#page=105,Fredrik
prot-201415--20,i-943r61G4J8cmErFCscGB6e,Gustav Fridolin,?,mp,10 May 1983,Q2029325,,Anf. 304 Utbildningsminister GUSTAV FRIDOLIN (MP) replik:,http://data.riksdagen.se/fil/F8D9432F-6243-42CA-87AC-71D1EDA05DBB#page=103,Fredrik
prot-201415--42,i-94QpYa3jgXgBESau2G68kA,Magnus Persson,?,sd,1970-12-19 00:00:00,Q18245020,,Anf. 33 MAGNUS PERSSON (SD) replik:,http://data.riksdagen.se/fil/070F4A3F-36E9-42E2-8897-6DEE42785880#page=38,Fredrik
prot-201516--6,i-7QdqTqP2EwLLSA5LmChaMv,Ardalan Shekarabi,?,s,1978-11-28 00:00:00,Q4787806,,Anf. 81 Statsrådet ARDALAN SHEKARABI (S):,http://data.riksdagen.se/fil/1BF284EC-DCF7-4F0A-A993-216EC13DFF06#page=60,Fredrik
prot-201516--34,i-7QmRsSf4huCxMEJF45uKfm,Stefan Löfven,?,s,21 July 1957,Q2740012,,Anf. 49 Statsminister STEFAN LÖFVEN (S),http://data.riksdagen.se/fil/2EDC5A49-FE6D-4575-8823-1439D007C03C#page=27,Fredrik
prot-201516--3,i-7Qp79H9MEQ7SvtDvhDtb8W,Anna Johansson ,?,s,29 May 1971 ,Q4956893,,Anf. 119 Statsrådet ANNA JOHANSSON (S):,http://data.riksdagen.se/fil/079699A2-98F0-4536-8BA9-CA9B7BA02C10#page=65,Fredrik
prot-201617--18,i-7ZznVWXRC7uh7McDWr8qYS,Anna Johansson ,?,s,29 May 1971 ,Q4956893,,Anf. 122 Statsrådet ANNA JOHANSSON (S):,http://data.riksdagen.se/fil/B655C3E6-D970-4556-9FFB-909F0C3CFCFA#page=42,Fredrik
prot-201617--46,i-7a1qyfULu4LyVg7h2XLknd,Håkan Svenneling,?,v,1985-09-17 00:00:00,Q18246258,,Anf. 223 HÅKAN SVENNELING (V) replik,http://data.riksdagen.se/fil/36ED0412-060C-4153-ACB5-519142F08366#page=111,Fredrik
prot-201617--18,i-7aK4bbjfFpUDjoomwXq3fL,Alexandra Anstrell,?,m,1974-12-18 00:00:00,Q30035697,,Anf. 129 ALEXANDRA ANSTRELL (M),http://data.riksdagen.se/fil/B655C3E6-D970-4556-9FFB-909F0C3CFCFA#page=50,Fredrik
prot-201718--30,i-7ZqjbeEmkYwr21DcLKTX5P,Jenny Petersson,?,m,7 February 1981 ,Q4972634,,Anf. 29 JENNY PETERSSON (M),http://data.riksdagen.se/fil/E857256B-92AC-42F5-8D20-74449D65F72D#page=80,Fredrik
prot-201718--28,i-7ZxjjTLcASARRPVoCwiWSU,Carl-Oskar Bohlin,?,m,8 January 1986,Q5580727,,Anf. 10 CARL-OSKAR BOHLIN (M),http://data.riksdagen.se/fil/9EB29A27-4A3F-4581-A405-0C804FE5CB67#page=56,Fredrik
prot-201718--47,i-7aB5Gpak7u2qCa84pspy1F,Paula Bieler ,?,sd,31 March 1988,Q16162546,,Anf. 108 PAULA BIELER (SD) replik:,http://data.riksdagen.se/fil/A472D2BD-4C93-4452-B7A0-6BC81DF7AA8B#page=101,Fredrik
prot-201819--7,i-F2dvSkJBrf6YAUF7vCVSBx,Tony Haddou,?,v,15 June 1989,Q63741595,,Anf. 59 TONY HADDOU (V),http://data.riksdagen.se/fil/55E4B10F-267C-4A13-8A4E-537EAF5F4C5A#page=83,Fredrik
prot-201819--32,i-F2hqSZTGcT4uRPwoDqZxhk,Lars Hjälmered,?,m,22 February 1977,Q5807932,,Anf. 130 LARS HJÄLMERED (M) replik:,http://data.riksdagen.se/fil/5750ECD4-C7F1-4665-9008-953EAB64BD14#page=87,Fredrik
prot-201819--8,i-F2v39kvJ4vhtaeS4MvWbZQ,Thomas Hammarberg,?,s,2 January 1942,Q438397,,Anf. 78 THOMAS HAMMARBERG (S) replik:,http://data.riksdagen.se/fil/A1DAE1B8-EDBA-47E5-B2D1-412C948E21F4#page=29,Fredrik
prot-201920--45,i-7ne1q6JjCve6zYemeomy37,Magnus Oscarsson,?,kd,16 March 1970,Q18244900,,Anf. 106 MAGNUS OSCARSSON (KD),http://data.riksdagen.se/fil/5E9B46B1-9B4B-46E3-8AE1-BE792B818D34#page=66,Fredrik
prot-201920--38,i-7nfeQgbrkNT3wdrpbbYCpN,Katarina Brännström,?,m,10 February 1950,Q4941068,,Anf. 124 KATARINA BRÄNNSTRÖM (M),http://data.riksdagen.se/fil/62E8E251-1078-415E-A2A4-EF1730358BEC#page=100,Fredrik
prot-201920--23,i-7nk6orv5ZHKMKpvN7Nq7gZ,Larry Söder,?,kd,16 July 1969,Q21578777,,Anf. 68 LARRY SÖDER (KD),http://data.riksdagen.se/fil/8688ECA6-C9E0-4E0F-B826-D3731F063905#page=71,Fredrik
prot-202021--32,i-7ZdpCFmw4WHtVZ3QAgNsZk,Annika Hirvonen ,?,mp,2 June 1989,Q18242588,,Anf. 66 ANNIKA HIRVONEN FALK (MP):,http://data.riksdagen.se/fil/91B50C92-1B37-4F82-9423-55DDE258C484#page=28,Fredrik
prot-202021--45,i-7ZdySXyG4AJDnt2bCqVcgy,Emma Hult ,?,mp,25 May 1988,Q18242665,,Anf. 46 EMMA HULT (MP) replik,http://data.riksdagen.se/fil/EDCEA193-84FF-4683-9A80-9346F9A47950#page=131,Fredrik
prot-202021--56,i-7Zh4UpsDYiassJWAjSeHJ1,Camilla Waltersson Grönvall,?,m,19 March 1969,Q4990177,,Anf. 16 CAMILLA WALTERSSON GRÖNVALL (M) replik,http://data.riksdagen.se/fil/97AC0521-62B4-4163-A668-7701100780B5#page=63,Fredrik
prot-202122--4,i-A2KTNZtH4LQ6SPVdjukBsX,Per Bolund,?,mp,3 July 1971,Q5581337,,Anf. 103 Miljö- och klimatminister PER BOLUND (MP):,http://data.riksdagen.se/fil/804BF91F-79EA-4F0F-BAF8-36D19D0E608E#page=52,Fredrik
prot-202122--38,i-A2bvJAWsTddnkFKoYdhtHE,Håkan Svenneling,?,v,1985-09-17 00:00:00,Q18246258,,Anf. 20 HÅKAN SVENNELING (V) replik:,http://data.riksdagen.se/fil/876E8A69-85CB-478A-8B7F-A6828C400C38#page=25,Fredrik
prot-202122--47,i-A2d7XihAzf7qiuLo3HMf8U,Yasmine Bladelius ,?,s,17 March 1988,Q18202336,,Anf. 83 YASMINE BLADELIUS (S) replik,http://data.riksdagen.se/fil/E104D3DB-628F-435C-ABB1-F148937C4939#page=157,Fredrik
prot-1899--ak--29,i-YXNWFrCmE5WAsRciAwDFrV,Hans Andersson,"Västra Nöbbelöv, Skivarp","lmp, gamla lmp, nfr, lmb",1848-08-24,Q5554710,,Herr Andersson i Vestra Nöbbelöf:,https://betalab.kb.se/prot-1899--ak--29/prot_1899__ak__29-011.jp2/_view,Mattias
prot-1899--ak--24,i-YXpjybDtkVikH4kG4355cr,Nils Claëson ,,,1848-11-15,Q5609112,Har inte suttit i Riksdagen. Födelseår taget från Wikidata.,"Chefen för ecklesiastikdepartementet, herr statsrådet Claäöson:",https://betalab.kb.se/prot-1899--ak--24/prot_1899__ak__24-012.jp2/_view,Mattias
prot-1899--ak--26,i-YZKRHFaMb9rsWxQNQ5gLcp,Frithiof Ohlsson,Växsjö,lmp,1854-10-28,Q6023601,,Herr Ohlsson i Vexiö yttrade:,https://betalab.kb.se/prot-1899--ak--26/prot_1899__ak__26-027.jp2/_view,Mattias
