uuid,who,intro,github,year
i-XSRdTsTybAGQS9GEpckZbx,Q5796375,Anf. 132 LENNART HEDQUIST (m):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/19992000/prot-19992000--51.xml,1999
i-F5CZ2qs8JzYCeAs9Ep56aT,Q3430022,Anf. 90 Jordbruksminister MARGARETA WINBERG (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/19992000/prot-19992000--21.xml,1999
i-YURzUZj2CrYsvuxRtWQntt,Q4952016,Anf. 374 ULLA-BRITT HAGSTRÖM (kd):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/19992000/prot-19992000--53.xml,1999
i-YZXuQynPBPqGv6KT9Lbygq,Q4769497,Anf. 12 ANNIKA NILSSON (s) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/19992000/prot-19992000--93.xml,1999
i-6c64vf3bDXrEUhjjW6Xjzs,Q3374466,Anf. 51 Näringsminister BJÖRN ROSENGREN (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/19992000/prot-19992000--36.xml,1999
i-B4tHQryakvrKJE4VPhLxq3,Q960693,Anf. 68 LENNART DALÉUS (c):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200001/prot-200001--15.xml,2000
i-AVQCKczwHwyWjvEh4TP3kW,Q960693,Anf. 13 LENNART DALÉUS (c) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200001/prot-200001--24.xml,2000
i-4qHVUZih9Y7PtbpyP2AGGF,Q6039678,Anf. 74 JOHAN PEHRSON (fp):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200001/prot-200001--61.xml,2000
i-PcUArxyNpXSXTVBGXESY8W,Q5577761,Anf. 16 ULF BJÖRKLUND (kd):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200001/prot-200001--110.xml,2000
i-3rgRNQhoRH8ZAA2NZ4hGcX,Q5602918,Anf. 82 LEIF CARLSON (m) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200001/prot-200001--70.xml,2000
i-J13ZeFhmEUu9DirRGir1gh,Q6093424,Anf. 83 ÅKE SANDSTRÖM (c):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200102/prot-200102--96.xml,2001
i-S8xVxoPDc53meyJXYNs93G,Q5930707,Anf. 138 PER LAGER (mp) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200102/prot-200102--124.xml,2001
i-J3fxrpySAUbprfQd4xqmR1,Q5886752,Anf. 136 KENNETH JOHANSSON (c) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200102/prot-200102--106.xml,2001
i-NXCh38dNVvUWN4UKvxvkrh,Q4953330,Anf. 157 CHRIS HEISTER (m) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200102/prot-200102--13.xml,2001
i-NAV2VXUsmmA6r4VuAJFsDx,Q4949792,Anf. 155 MARGIT GENNSER (m) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200102/prot-200102--42.xml,2001
i-RMNBucHZysZPmeu6uNijci,Q4588714,Anf. 125 ERIK ULLENHAG (fp):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200203/prot-200203--112.xml,2002
i-CtGQbAm7akBkt8k8BMzqJd,Q470630,Anf. 7 PETER ERIKSSON (mp):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200203/prot-200203--3.xml,2002
i-B6LqTrAby5qEcwUad9fMMT,Q3370194,Anf. 41 SVEN-ERIK ÖSTERBERG (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200203/prot-200203--120.xml,2002
i-VjXGrz1TxpuCkjMpVtqYdh,Q4980351,Anf. 85 RIGMOR STENMARK (c):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200203/prot-200203--95.xml,2002
i-BkG78HUteNToNHSWt53kUK,Q2941786,Anf. 27 CATHARINA ELMSÄTER-SVÄRD (m):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200203/prot-200203--9.xml,2002
i-VHtrAgyXu311a5aHAHc4ZB,Q4937530,Anf. 94 HELENA BARGHOLTZ (fp) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200304/prot-200304--123.xml,2003
i-NTnZV8htJ8mkYvy2MmjgYL,Q4963957,Anf. 116 INGER LUNDBERG (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200304/prot-200304--125.xml,2003
i-JJ14vY95UcFETm5DscsvGw,Q4948373,Anf. 7 EVA FLYBORG (fp) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200304/prot-200304--46.xml,2003
i-MuFbDSbe9oxr5D778LqLtM,Q535342,Anf. 29 LENA EK (c):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200304/prot-200304--81.xml,2003
i-F6brQyuhkcQKo9gow3iDQd,Q3141607,Anf. 1 Justitieminister THOMAS BODSTRÖM (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200304/prot-200304--117.xml,2003
i-QAnm7DW1bFbi61Anf1D1Yr,Q291648,Anf. 37 Utrikesminister LAILA FREIVALDS (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200405/prot-200405--143.xml,2004
i-T99w8XE2T8nht2eYdSKKmC,Q4971741,Anf. 55 VERONICA PALM (s) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200405/prot-200405--72.xml,2004
i-5d65vSCSASYAZQwzobqATE,Q432059,Anf. 61 LARS-IVAR ERICSON (c):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200405/prot-200405--35.xml,2004
i-UKVbCThgvysostWxQv5wsw,Q5952656,Anf. 70 JOHAN LINANDER (c) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200405/prot-200405--14.xml,2004
i-VyGGVkKtHX71ZC5W9yNHSS,Q6037205,Anf. 229 RUNAR PATRIKSSON (fp) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200405/prot-200405--13.xml,2004
i-TKbf63musknd2KAXDexWxs,Q4916299,Anf. 116 BIRGITTA SELLÉN (c) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200506/prot-200506--142.xml,2005
i-LjLcmvM8Ewf7KTJbyDQquP,Q6333187,Anf. 154 TOMMY TERNEMAR (s) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200506/prot-200506--26.xml,2005
i-PmSQR3YCqoXyGBue7eonq3,Q5718617,Anf. 112 JAN ERTSBORN (fp):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200506/prot-200506--14.xml,2005
i-DXquRKb9Fxta7SYTB8Gntx,Q4948373,Anf. 16 EVA FLYBORG (fp) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200506/prot-200506--38.xml,2005
i-VzCy3WCYtVFA8NPi7vAxvZ,Q6209187,Anf. 158 SVERKER THORÉN (fp) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200506/prot-200506--15.xml,2005
i-VetwHxKQmqDmMzNMRVnPW7,Q4959537,Anf. 121 MARIA KORNEVIK-JAKOBSSON (c) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200607/prot-200607--18.xml,2006
i-HH4upXG8FChUQRgyYTbRay,Q3504785,Anf. 61 Arbetsmarknadsminister SVEN OTTO LITTORIN (m):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200607/prot-200607--131.xml,2006
i-LfN598B9msxKK1pZFdjjjN,Q6039297,Anf. 158 PETER PEDERSEN (v) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200607/prot-200607--37.xml,2006
i-9F6bAWFkxMwHTa59X7RJ6D,Q5388443,Anf. 57 ERIK A ERIKSSON (c):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200607/prot-200607--104.xml,2006
i-W47w9pdqJTTvJuJY4k3PGd,Q6043976,Anf. 173 MATS PERTOFT (mp) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200607/prot-200607--111.xml,2006
i-2hXVzyQBmyPP6i88X8jNYR,Q4609260,Anf. 167 SIV HOLMA (v) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200708/prot-200708--88.xml,2007
i-YDFVK3GmjcmDv3Ny6Xwq6F,Q4973700,Anf. 117 CHATRINE PÅLSSON AHLGREN (kd):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200708/prot-200708--102.xml,2007
i-H7u4F1ZfDsHWaC7zJQ3iYk,Q5581337,Anf. 474 PER BOLUND (mp) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200708/prot-200708--12.xml,2007
i-52Ukdtd6WawcmAKwDBARH9,Q6256794,Anf. 193 OSKAR ÖHOLM (m):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200708/prot-200708--74.xml,2007
i-Dj5i6qkDmDSdR6ouajwEeJ,Q3374619,Anf. 166 DÉSIRÉE LILJEVALL (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200708/prot-200708--46.xml,2007
i-Wu5u7ZZ1dv3B15K2N9THLi,Q444680,Anf. 19 ELISEBEHT MARKSTRÖM (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200809/prot-200809--91.xml,2008
i-JiEVoc55wnuLUTsvJFF7KJ,Q5711551,Anf. 12 TOMAS ENEROTH (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200809/prot-200809--10.xml,2008
i-LcT41hbNqaf8DxBneb7L2W,Q4973700,Anf. 250 CHATRINE PÅLSSON AHLGREN (kd) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200809/prot-200809--14.xml,2008
i-NRVJ4ELUNGZ3cbefdhq8fr,Q3370194,Anf. 61 SVEN-ERIK ÖSTERBERG (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200809/prot-200809--47.xml,2008
i-4EiRNawAc7Ebjb5GyQjq9c,Q447542,Anf. 61 Statsrådet MARIA LARSSON (kd):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200809/prot-200809--50.xml,2008
i-8goSreTJfisv6AQydPbTUW,Q4945880,Anf. 193 TINA EHN (mp):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200910/prot-200910--47.xml,2009
i-CgNGgsAnSzGWm32KvaFZ8D,Q4935945,Anf. 34 YVONNE ANDERSSON (kd) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200910/prot-200910--112.xml,2009
i-QCb9EgpDkmnGM5sqLGQJCz,Q6012166,Anf. 143 ULF NILSSON (fp) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200910/prot-200910--76.xml,2009
i-WoVEeKH7CAewJKkFHs9ohx,Q5577436,Anf. 154 PATRIK BJÖRCK (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200910/prot-200910--145.xml,2009
i-2EEKETi2zApZQbT6JWB2JE,Q297850,Anf. 12 Justitieminister BEATRICE ASK (m):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200910/prot-200910--74.xml,2009
i-PQ1eTYjBTs1Zo5QxLnx7Du,Q2091911,Anf. 108 ERIK ALMQVIST (SD) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201011/prot-201011--31.xml,2010
i-GCaSv1PdDTWA7kf1Rzg5gv,Q911372,Anf. 16 Utbildningsminister JAN BJÖRKLUND (FP):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201011/prot-201011--64.xml,2010
i-5g2X3z7SyvLK5kRZXFZLxF,Q3374555,Anf. 35 JAN-OLOF LARSSON (S) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201011/prot-201011--79.xml,2010
i-SKRePjSHJJfbFqktguKM7Y,Q5616883,Anf. 130 STAFFAN DANIELSSON (C) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201011/prot-201011--25.xml,2010
i-YDnRFN2swsXzxGa25zTbVW,Q262285,Anf. 101 LARS OHLY (V) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201011/prot-201011--9.xml,2010
i-14rQu5nwdZ2qNdaJXLY2Sy,Q3055916,Anf. 116 IBRAHIM BAYLAN (S):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201112/prot-201112--112.xml,2011
i-F1X9hzBh4TJhQv6FrusKL9,Q3369252,Anf. 34 KENT EKEROTH (SD) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201112/prot-201112--107.xml,2011
i-3DYeGqZdLryHmFdGU1kKxc,Q4942281,Anf. 114 BODIL CEBALLOS (MP) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201112/prot-201112--82.xml,2011
i-4UfDyvhVSwVQq3AiuiRUHu,Q3369160,Anf. 22 TOMMY WAIDELICH (S) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201112/prot-201112--4.xml,2011
i-Q2ge2THMwXxkqTsQGnuB8H,Q3375840,Anf. 150 CARINA ADOLFSSON ELGESTAM (S):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201112/prot-201112--29.xml,2011
i-CX24k4x6qVE5GaCqsKxQj4,Q4755577,Anf. 33 ANDREAS NORLÉN (M):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201213/prot-201213--23.xml,2012
i-B27sTLxMK1Qrn8FwMq5Ruz,Q3209237,Anf. 32 Statsrådet PETER NORMAN (M):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201213/prot-201213--67.xml,2012
i-FLTmfUXQQngxmUodkqPQSa,Q4935938,Anf. 204 ULLA ANDERSSON (V) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201213/prot-201213--93.xml,2012
i-3nvoiZXLpGWY3AWzadRE71,Q5785982,Anf. 124 CARL B HAMILTON (FP) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201213/prot-201213--85.xml,2012
i-Pg9aZt5THuPo4ALGYSQsyG,Q5577436,Anf. 4 PATRIK BJÖRCK (S):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201213/prot-201213--40.xml,2012
i-ZnKMK7HZeSwYABx7yTHTP,Q4935938,Anf. 172 ULLA ANDERSSON (V) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201314/prot-201314--70.xml,2013
i-9iKfQiZT2KY9boRiBZRcy7,Q4935945,Anf. 137 YVONNE ANDERSSON (KD) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201314/prot-201314--91.xml,2013
i-C676jhkbxvNDdjivx99XfT,Q3431836,Anf. 235 LENA HALLENGREN (S) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201314/prot-201314--11.xml,2013
i-RBugcaqMwe2FPtgqbankC9,Q512590,Anf. 11 BÖRJE VESTLUND (S):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201314/prot-201314--96.xml,2013
i-2gWXma7BTpLRFdSpMEAsX1,Q6039678,Anf. 56 JOHAN PEHRSON (FP):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201314/prot-201314--32.xml,2013
i-a8LF1RGG75qbKA6YcmBAJ,Q5737841,Anf. 49 JAKOB FORSSMED (KD) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201415/prot-201415--31.xml,2014
i-JpE174yhSe2SHRymH2qYyU,Q271230,Anf. 28 Klimat- och miljöminister ÅSA ROMSON (MP):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201415/prot-201415--22.xml,2014
i-SukwrvXhPfNXSSC47ZAx2F,Q4609816,Anf. 85 Statsrådet SVEN-ERIK BUCHT (S):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201415/prot-201415--79.xml,2014
i-QAojRnFq3TvstQxSMqRsLY,Q18202365,Anf. 106 IDA DROUGGE (M):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201415/prot-201415--77.xml,2014
i-6DM9QwNuHcunuYqw6NqfKr,Q2740012,Anf. 7 Statsminister STEFAN LÖFVEN (S) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201415/prot-201415--113.xml,2014
i-FtMLTeEQ7YPRcDGv5QuHCK,Q3369258,Anf. 31 Arbetsmarknadsminister YLVA JOHANSSON (S):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201516/prot-201516--72.xml,2015
i-K3gziwXkaqsWjUnDhcW7Hc,Q4962331,Anf. 20 HELENA LINDAHL (C) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201516/prot-201516--95.xml,2015
i-3Zozmue3sjoNS5nvtEogbJ,Q6255521,Anf. 2 ANDERS ÅKESSON (C):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201516/prot-201516--98.xml,2015
i-8a4GiVCF3FSwd8ryDJVFA8,Q4956893,Anf. 122 Statsrådet ANNA JOHANSSON (S):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201516/prot-201516--44.xml,2015
i-ZdAsp1HCCdb4S6hpwkTor,Q4731041,Anf. 116 ALLAN WIDMAN (L) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201516/prot-201516--104.xml,2015
i-P3G67MyTDf2AQgqjZDpWRf,Q5781437,Anf. 74 ROGER HADDAD (L):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--81.xml,2016
i-7fRP17W6Q8XzcJ3LEPNK8K,Q5786666,Anf. 2 KRISTER HAMMARBERGH (M) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--41.xml,2016
i-EJY5hWvcNBRLpkfHyxwNn3,Q2029325,Anf. 134 Utbildningsminister GUSTAV FRIDOLIN (MP) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--52.xml,2016
i-5xWp9FkPBADEi9gP58enVE,Q4953633,Anf. 64 EMMA HENRIKSSON (KD) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--108.xml,2016
i-6B1cfsjd2Eo1wnwJiBsVXo,Q946708,Anf. 4 JENS HOLM (V):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--93.xml,2016
i-SzZs7PrU111CE19HX2LVqZ,Q18246258,Anf. 46 HÅKAN SVENNELING (V) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201718/prot-201718--35.xml,2017
i-HvCgHb2FFxoTZGF4VW3TsR,Q6030080,Anf. 164 MIKAEL OSCARSSON (KD) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201718/prot-201718--45.xml,2017
i-Y2NfKdeVajTwpUB5HPcAqp,Q5707578,Anf. 87 HANS EKSTRÖM (S):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201718/prot-201718--65.xml,2017
i-QcxCH8Lt7adUUiRrbPNFhP,Q3058054,Anf. 131 ESKIL ERLANDSSON (C) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201718/prot-201718--95.xml,2017
i-RBHGVZAaxFvxGMfvgCSoro,Q5826571,Anf. 33 JONAS JACOBSSON GJÖRTLER (M) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201718/prot-201718--72.xml,2017
i-SqyWXasGYqUkJdsWu3MYTi,Q6030080,Anf. 65 MIKAEL OSCARSSON (KD) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201819/prot-201819--56.xml,2018
i-4Fq6qvv2Zsp1DYtzJTHFUk,Q70731884,Anf. 149 LARS THOMSSON (C):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201819/prot-201819--77.xml,2018
i-2WMifoYFBXN81WzRAaWJ8D,Q4563096,Anf. 61 Statsrådet JENNIE NILSSON (S):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201819/prot-201819--53.xml,2018
i-PKCRga2veR1z8rsquwxiat,Q18451082,Anf. 10 IDA KARKIAINEN (S):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201819/prot-201819--42.xml,2018
i-A2a5iFJmiqLeLYBn4bM7mV,Q4946204,Anf. 83 Utbildningsminister ANNA EKSTRÖM (S):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201819/prot-201819--43.xml,2018
i-VgcosFvBbAkh8h5SXBLkNF,Q3055916,Anf. 97 Näringsminister IBRAHIM BAYLAN (S):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--28.xml,2019
i-PXkeL4FhS3if9NKHWCQWgF,Q4981393,Anf. 28 ELISABETH SVANTESSON (M) replik :,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--6.xml,2019
i-JhWrSvp7x9Wxk82Q73inP1,Q5711551,Anf. 152 Infrastrukturminister TOMAS ENEROTH (S):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--41.xml,2019
i-Nnno6bDYqmBykK8YTkbbKY,Q4982318,Anf. 61 CECILIE TENFJORD TOFTBY (M):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--77.xml,2019
i-HVQbd9g223D2qhRJTnsCZW,Q6015398,Anf. 48 RICKARD NORDIN (C) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--85.xml,2019
i-HxxtB5TTJ3MetTXEWcjPtK,Q5887217,"Anf. 211 Justitie- och migrationsminister MORGAN JOHANSSON (S)
            replik:",https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202021/prot-202021--55.xml,2020
i-VcfFr1UCNuNC9aiPkrDSgK,Q18238432,Anf. 46 DENNIS DIOUKAREV (SD) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202021/prot-202021--99.xml,2020
i-bgvczAC7Bvxr4y7jJHzAo,Q4970111,Anf. 89 Arbetsmarknadsminister EVA NORDMARK (S):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202021/prot-202021--97.xml,2020
i-2Qgq49uBkv4nXVvFSwTDHT,Q71465386,Anf. 59 DENIS BEGIC (S) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202021/prot-202021--132.xml,2020
i-JLtpe44HXARDkxigfZRaMJ,Q5887217,Anf. 18 Justitie- och migrationsminister MORGAN JOHANSSON (S):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202021/prot-202021--76.xml,2020
i-QLySrnQuufWJdh2tFsut6k,Q3431836,Anf. 54 Socialminister LENA HALLENGREN (S):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--19.xml,2021
i-Nja9tPMWXLPUumvMVqNpch,Q71132178,Anf. 82 MARTINA JOHANSSON (C) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--46.xml,2021
i-JtRedgs9ACN9tDC5KQ1SFL,Q18238235,Anf. 31 NOOSHI DADGOSTAR (V) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--3.xml,2021
i-U6k1jrrfgMp6QAPEyTrC63,Q108059200,Anf. 182 JAKOB OLOFSGÅRD (L) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--42.xml,2021
i-6v82w1q2ucFVhnQPe6tndB,Q3370162,Anf. 121 Försvarsminister PETER HULTQVIST (S):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--47.xml,2021
